team name,num,name,age,nationality,position,market value
Squad EA Guingamp,17,Jacques Siwe,22,France,Centre-Forward,€200k
Squad Grenoble Foot 38,1,Brice Maubleu,34,France,Goalkeeper,€400k
Squad Grenoble Foot 38,16,Bobby Allain,32,France,Goalkeeper,€250k
Squad Grenoble Foot 38,13,Mamadou Diop,24,Mauritania,Goalkeeper,€100k
Squad Grenoble Foot 38,4,Mamadou Diarra,26,Senegal,Centre-Back,€1.00m
Squad Grenoble Foot 38,3,Efe Sarıkaya,18,Türkiye,Centre-Back,€500k
Squad Grenoble Foot 38,21,Allan Tchaptchet,22,France,Centre-Back,€500k
Squad Grenoble Foot 38,5,Adrien Monfray,33,France,Centre-Back,€400k
Squad Grenoble Foot 38,14,Loïc Nestor,34,Guadeloupe,Centre-Back,€250k
Squad Grenoble Foot 38,27,Matthéo Xantippe,22,France,Left-Back,€400k
Squad Grenoble Foot 38,77,Arial Mendy,29,Senegal,Left-Back,€400k
Squad Grenoble Foot 38,39,Mathys Tourraine,23,Morocco,Right-Back,€1.00m
Squad Grenoble Foot 38,29,Gaëtan Paquiez,30,France,Right-Back,€500k
Squad Grenoble Foot 38,6,Dante Rigo,25,Belgium,Defensive Midfield,€1.00m
Squad Grenoble Foot 38,31,Nolan Mbemba,29,Congo,Defensive Midfield,€400k
Squad Grenoble Foot 38,15,Abiezer Jeno,23,Neukaledonien,Defensive Midfield,€200k
Squad Grenoble Foot 38,23,Manuel Perez,32,France,Defensive Midfield,€200k
Squad Grenoble Foot 38,18,Bachirou Yaméogo,19,Burkina Faso,Defensive Midfield,€50k
Squad Grenoble Foot 38,8,Jessy Benet,28,France,Central Midfield,€1.00m
Squad Grenoble Foot 38,25,Théo Valls,28,France,Central Midfield,€900k
Squad Grenoble Foot 38,10,Eddy Sylvestre,24,France,Central Midfield,€500k
Squad Grenoble Foot 38,70,Saikou Touray,23,The Gambia,Central Midfield,€400k
Squad Grenoble Foot 38,11,Amine Sbaï,23,Morocco,Left Winger,€800k
Squad Grenoble Foot 38,22,Natanaël Ntolla,24,France,Left Winger,€400k
Squad Grenoble Foot 38,19,Lenny Joseph,23,France,Right Winger,€800k
Squad Grenoble Foot 38,2,Abdoulie Sanyang,24,The Gambia,Right Winger,€700k
Squad Grenoble Foot 38,7,Pape Meïssa Ba,26,Senegal,Centre-Forward,€1.00m
Squad Grenoble Foot 38,17,Virgiliu Postolachi,24,Moldova,Centre-Forward,€600k
Squad Rodez AF,16,Lionel Mpasi-Nzau,29,DR Congo,Goalkeeper,€700k
Squad Rodez AF,1,Sébastien Cibois,26,France,Goalkeeper,€300k
Squad Rodez AF,30,Enzo Crombez,21,France,Goalkeeper,€50k
Squad Rodez AF,15,Serge-Philippe Raux Yao,24,France,Centre-Back,€1.00m
Squad Rodez AF,14,Bradley Danger,26,France,Centre-Back,€900k
Squad Rodez AF,5,Kévin Boma,21,Togo,Centre-Back,€400k
Squad Rodez AF,2,Éric Vandenabeele,32,France,Centre-Back,€300k
Squad Rodez AF,21,Joris Chougrani,33,France,Centre-Back,€300k
Squad Rodez AF,4,Stone Mambo,25,France,Centre-Back,€250k
Squad Rodez AF,28,Akim Abdallah,26,Comoros,Left-Back,€700k
Squad Rodez AF,3,Raphaël Lipinski,21,France,Left-Back,€400k
Squad Rodez AF,6,Ahmad Ngouyamsa,23,Cameroon,Right-Back,€600k
Squad Rodez AF,11,Dembo Sylla,21,Guinea,Right-Back,€600k
Squad Rodez AF,29,Grégory Coelho,24,France,Right-Back,€200k
Squad Rodez AF,24,Giovanni Haag,23,France,Defensive Midfield,€800k
Squad Rodez AF,7,Wilitty Younoussa,22,Cameroon,Defensive Midfield,€600k
Squad Rodez AF,8,Lorenzo Rajot,26,France,Central Midfield,€600k
Squad Rodez AF,18,Antoine Valério,24,France,Central Midfield,€300k
Squad Rodez AF,19,Lucas Buades,26,France,Right Midfield,€600k
Squad Rodez AF,10,Waniss Taïbi,22,France,Attacking Midfield,€700k
Squad Rodez AF,9,Jung-bin Park,30,"Korea, South",Left Winger,€250k
Squad Rodez AF,26,Yannis Verdier,20,France,Left Winger,€50k
Squad Rodez AF,12,Killian Corredor,23,France,Centre-Forward,€1.50m
Squad Rodez AF,17,Andreas Hountondji,21,Benin,Centre-Forward,€1.50m
Squad Rodez AF,22,Taïryk Arconte,20,Guadeloupe,Centre-Forward,€700k
Squad Rodez AF,25,Clément Depres,29,France,Centre-Forward,€300k
Squad Valenciennes FC,16,Jean Louchet,27,France,Goalkeeper,€500k
Squad Valenciennes FC,30,Lassana Diabaté,20,France,Goalkeeper,€300k
Squad Valenciennes FC,40,Ilario de Clemente,24,France,Goalkeeper,€50k
Squad Valenciennes FC,44,Joachim Kayi Sanda,17,France,Centre-Back,€800k
Squad Valenciennes FC,5,Jordan Poha,20,France,Centre-Back,€600k
Squad Valenciennes FC,4,Taylor Moore,26,England,Centre-Back,€400k
Squad Valenciennes FC,55,Ibrahima Ba,18,Senegal,Centre-Back,€50k
Squad Valenciennes FC,15,Lucas Woudenberg,29,Netherlands,Left-Back,€400k
Squad Valenciennes FC,3,Souleymane Basse,20,Senegal,Left-Back,€300k
Squad Valenciennes FC,24,Allan Linguet,24,France,Right-Back,€700k
Squad Valenciennes FC,2,Halid Sabanovic,24,Bosnia-Herzegovina,Right-Back,€300k
Squad Valenciennes FC,14,Joffrey Cuffaut,36,France,Right-Back,€250k
Squad Valenciennes FC,6,Julien Masson,25,France,Defensive Midfield,€800k
Squad Valenciennes FC,8,Sacha Bansé,23,Burkina Faso,Defensive Midfield,€300k
Squad Valenciennes FC,45,Tidyane Diagouraga,21,France,Defensive Midfield,€150k
Squad Valenciennes FC,13,Jean-Éric Moursou,19,Cameroon,Defensive Midfield,€50k
Squad Valenciennes FC,23,David Kruse,21,Denmark,Central Midfield,€800k
Squad Valenciennes FC,32,Ismail Bouneb,17,France,Attacking Midfield,€50k
Squad Valenciennes FC,20,Ilyes Hamache,21,France,Left Winger,€900k
Squad Valenciennes FC,17,Aymen Boutoutaou,23,Algeria,Right Winger,€1.00m
Squad Valenciennes FC,34,Makabi Lilepo,26,DR Congo,Right Winger,€500k
Squad Valenciennes FC,93,Anthony Knockaert,32,France,Right Winger,€450k
Squad Valenciennes FC,22,Yacine El Amri,19,Morocco,Right Winger,€200k
Squad Valenciennes FC,29,Jawed Kalai,23,France,Right Winger,€100k
Squad Valenciennes FC,96,Flamarion,27,Brazil,Second Striker,€1.00m
Squad Valenciennes FC,9,Siriné Doucouré,22,Mali,Centre-Forward,€1.20m
Squad Valenciennes FC,90,Mathias Oyewusi,25,Nigeria,Centre-Forward,€850k
Squad Valenciennes FC,10,Nick Venema,25,Netherlands,Centre-Forward,€400k
Squad Valenciennes FC,18,Andrew Jung,26,France,Centre-Forward,€400k
Squad Valenciennes FC,99,Yassine Haouari,21,Algeria,Centre-Forward,€100k
Squad Valenciennes FC,26,Cheikh Diouf,20,Senegal,Centre-Forward,€50k
Squad USL Dunkerque,1,Lucas Lavallée,21,France,Goalkeeper,€250k
Squad USL Dunkerque,30,Mohamed Koné,22,Cote d'Ivoire,Goalkeeper,€150k
Squad USL Dunkerque,16,Arnaud Balijon,40,France,Goalkeeper,€100k
Squad USL Dunkerque,3,Loïc Bessilé,25,Togo,Centre-Back,€500k
Squad USL Dunkerque,23,Bram Lagae,20,Belgium,Centre-Back,€500k
Squad USL Dunkerque,4,Nehemiah Fernandez,19,France,Centre-Back,€400k
Squad USL Dunkerque,26,Opa Sangante,33,Guinea-Bissau,Centre-Back,€300k
Squad USL Dunkerque,2,Alioune Ba,34,France,Centre-Back,€75k
Squad USL Dunkerque,15,Achraf Laâziri,20,Morocco,Left-Back,€300k
Squad USL Dunkerque,22,Driss Trichard,29,France,Left-Back,€300k
Squad USL Dunkerque,12,Assane N'Doye,19,Senegal,Left-Back,€50k
Squad USL Dunkerque,7,Yohan Bilingi,25,France,Right-Back,€600k
Squad USL Dunkerque,19,Benjaloud Youssouf,30,Comoros,Right-Back,€400k
Squad USL Dunkerque,28,Demba Thiam,34,France,Right-Back,€200k
Squad USL Dunkerque,13,Junior Senneville,33,Guadeloupe,Right-Back,€150k
Squad USL Dunkerque,25,Jean-Philippe Gbamin,28,Cote d'Ivoire,Defensive Midfield,€2.50m
Squad USL Dunkerque,5,Rémy Boissier,30,France,Defensive Midfield,€500k
Squad USL Dunkerque,10,Julien Anziani,24,France,Central Midfield,€700k
Squad USL Dunkerque,8,Tidiane Keita,27,France,Central Midfield,€400k
Squad USL Dunkerque,77,Ibrahima Sy,21,Senegal,Central Midfield,€100k
Squad USL Dunkerque,20,Enzo Bardeli,23,France,Attacking Midfield,€900k
Squad USL Dunkerque,27,Rayan Ghrieb,24,France,Attacking Midfield,€600k
Squad USL Dunkerque,92,Aïman Maurer,19,Morocco,Attacking Midfield,€600k
Squad USL Dunkerque,29,Ángel Orelien,23,Panama,Attacking Midfield,€300k
Squad USL Dunkerque,11,François Mughe,19,Cameroon,Right Winger,€1.00m
Squad USL Dunkerque,80,Gessime Yassine,18,France,Right Winger,€800k
Squad USL Dunkerque,14,Moussa Guel,24,Cote d'Ivoire,Right Winger,€150k
Squad USL Dunkerque,9,Samy Baghdadi,26,France,Centre-Forward,€300k
Squad USL Dunkerque,18,Gaëtan Courtet,35,France,Centre-Forward,€300k
Squad USL Dunkerque,21,Armand Gnanduillet,32,Cote d'Ivoire,Centre-Forward,€300k
Squad USL Dunkerque,24,Elhadj Bah,22,Guinea,Centre-Forward,€200k
Squad Pau FC,1,Bingourou Kamara,27,Senegal,Goalkeeper,€900k
Squad Pau FC,40,Mehdi Jeannin,32,Algeria,Goalkeeper,€150k
Squad Pau FC,31,Quentin Galvez-Diarra,22,France,Goalkeeper,€50k
Squad Pau FC,25,Jean Ruiz,26,France,Centre-Back,€1.00m
Squad Pau FC,22,Ange Ahoussou,20,Cote d'Ivoire,Centre-Back,€500k
Squad Pau FC,5,Noé Sow,25,France,Centre-Back,€400k
Squad Pau FC,4,Xavier Kouassi,34,Cote d'Ivoire,Centre-Back,€300k
Squad Pau FC,19,Ousmane Kanté,34,Guinea,Centre-Back,€250k
Squad Pau FC,24,Kenji-Van Boto,28,Madagascar,Left-Back,€600k
Squad Pau FC,26,Jean Lambert Evan's,25,France,Left-Back,€500k
Squad Pau FC,23,Johann Obiang,30,Gabon,Left-Back,€400k
Squad Pau FC,12,Jordy Gaspar,26,Angola,Right-Back,€900k
Squad Pau FC,13,Louis Mouton,21,France,Defensive Midfield,€600k
Squad Pau FC,6,Sessi D'Almeida,28,Benin,Defensive Midfield,€500k
Squad Pau FC,27,Iyad Mohamed,23,Comoros,Defensive Midfield,€200k
Squad Pau FC,21,Steeve Beusnard,31,France,Central Midfield,€500k
Squad Pau FC,18,Oumar Ngom,20,Mauritania,Central Midfield,€150k
Squad Pau FC,85,Tino Costa,39,Argentina,Central Midfield,€100k
Squad Pau FC,70,Charles Boli,25,France,Left Midfield,€300k
Squad Pau FC,8,Henri Saivet,33,Senegal,Attacking Midfield,€500k
Squad Pau FC,99,Mehdi Chahiri,27,France,Left Winger,€500k
Squad Pau FC,7,Moussa Sylla,24,Mali,Right Winger,€2.00m
Squad Pau FC,9,Yanis Begraoui,22,Morocco,Centre-Forward,€1.00m
Squad Pau FC,11,Mons Bassouamina,25,Congo,Centre-Forward,€800k
Squad Pau FC,10,Khalid Boutaïb,36,Morocco,Centre-Forward,€200k
Squad Pau FC,30,Yonis Njoh,20,France,Centre-Forward,€200k
Squad Pau FC,33,Sonny Degert,23,France,Centre-Forward,€100k
Squad Pau FC,20,Loïck Lespinasse,23,France,Centre-Forward,€50k
Squad SC Bastia,30,Johny Placide,36,Haiti,Goalkeeper,€250k
Squad SC Bastia,23,Julien Fabri,30,France,Goalkeeper,€200k
Squad SC Bastia,95,Check Keita,21,France,Centre-Back,€1.50m
Squad SC Bastia,99,Yllan Okou,21,France,Centre-Back,€800k
Squad SC Bastia,6,Dumè Guidi,28,France,Centre-Back,€600k
Squad SC Bastia,5,Issiar Dramé,25,Mali,Centre-Back,€400k
Squad SC Bastia,25,Baye Ablaye Mbaye,20,Senegal,Centre-Back,€100k
Squad SC Bastia,42,Dylan Tavares,27,Cape Verde,Left-Back,€600k
Squad SC Bastia,22,Charles Traoré,32,Mali,Left-Back,€400k
Squad SC Bastia,21,Mohamed Souboul,22,Morocco,Left-Back,€350k
Squad SC Bastia,15,Florian Bohnert,26,Luxembourg,Right-Back,€600k
Squad SC Bastia,24,Tom Meynadier,24,France,Right-Back,€300k
Squad SC Bastia,13,Tom Ducrocq,24,France,Defensive Midfield,€1.20m
Squad SC Bastia,66,Jocelyn Janneh,21,Sierra Leone,Defensive Midfield,€800k
Squad SC Bastia,26,Mahamé Siby,27,Mali,Defensive Midfield,€750k
Squad SC Bastia,4,Anthony Roncaglia,23,France,Defensive Midfield,€500k
Squad SC Bastia,7,Christophe Vincent,31,France,Defensive Midfield,€500k
Squad SC Bastia,8,Julien Maggiotti,28,France,Central Midfield,€800k
Squad SC Bastia,19,Matéo Loubatières,20,France,Central Midfield,€150k
Squad SC Bastia,18,Félix Tomi,23,France,Attacking Midfield,€100k
Squad SC Bastia,17,Florian Bianchini,22,France,Right Winger,€300k
Squad SC Bastia,10,Migouel Alfarela,26,France,Centre-Forward,€800k
Squad SC Bastia,31,Facinet Conte,19,Guinea,Centre-Forward,€800k
Squad SC Bastia,9,Benjamin Santelli,32,France,Centre-Forward,€400k
Squad SC Bastia,14,Gaëtan Charbonnier,35,France,Centre-Forward,€300k
Squad Quevilly - Rouen Métropole,1,Benjamin Leroy,35,France,Goalkeeper,€300k
Squad Quevilly - Rouen Métropole,16,Kayne Bonnevie,22,France,Goalkeeper,€200k
Squad Quevilly - Rouen Métropole,30,Arsène Courel,19,France,Goalkeeper,€50k
Squad Quevilly - Rouen Métropole,5,Till Cissokho,24,France,Centre-Back,€1.00m
Squad Quevilly - Rouen Métropole,6,Antoine Batisse,29,France,Centre-Back,€400k
Squad Quevilly - Rouen Métropole,20,Nadjib Cissé,23,Mali,Centre-Back,€400k
Squad Quevilly - Rouen Métropole,21,Yohan Roche,26,Benin,Centre-Back,€400k
Squad Quevilly - Rouen Métropole,15,Steven Fortes,32,Cape Verde,Centre-Back,€300k
Squad Quevilly - Rouen Métropole,7,Jason Pendant,27,France,Left-Back,€600k
Squad Quevilly - Rouen Métropole,22,Samuel Loric,23,France,Left-Back,€500k
Squad Quevilly - Rouen Métropole,58,Alpha Sissoko,27,France,Right-Back,€700k
Squad Quevilly - Rouen Métropole,4,Balthazar Pierret,23,France,Defensive Midfield,€1.00m
Squad Quevilly - Rouen Métropole,17,Gustavo Sangaré,27,Burkina Faso,Defensive Midfield,€800k
Squad Quevilly - Rouen Métropole,8,Noah Cadiou,25,France,Central Midfield,€800k
Squad Quevilly - Rouen Métropole,31,Denis Will Poha,26,France,Central Midfield,€600k
Squad Quevilly - Rouen Métropole,10,Alexandre Bonnet,37,France,Left Midfield,€150k
Squad Quevilly - Rouen Métropole,12,Garland Gbellé,31,France,Attacking Midfield,€500k
Squad Quevilly - Rouen Métropole,90,Papa Ndiaga Yade,24,Mauritania,Left Winger,€800k
Squad Quevilly - Rouen Métropole,77,Pape Ousmane Sakho,27,Senegal,Left Winger,€200k
Squad Quevilly - Rouen Métropole,23,Logan Delaurier-Chaubet,21,France,Right Winger,€600k
Squad Quevilly - Rouen Métropole,93,Mamadou Camara,23,France,Right Winger,€600k
Squad Quevilly - Rouen Métropole,9,Sambou Soumano,23,Senegal,Centre-Forward,€1.50m
Squad Quevilly - Rouen Métropole,19,Kalifa Coulibaly,32,Mali,Centre-Forward,€500k
Squad Quevilly - Rouen Métropole,14,Alan Do Marcolino,22,Gabon,Centre-Forward,€200k
Squad Quevilly - Rouen Métropole,35,Robin Legendre,22,France,Centre-Forward,€150k
Squad FC Annecy,1,Florian Escales,28,France,Goalkeeper,€600k
Squad FC Annecy,16,Thomas Callens,25,France,Goalkeeper,€250k
Squad FC Annecy,30,Tidiane Malbec,22,France,Goalkeeper,€100k
Squad FC Annecy,13,Gaby Jean,24,France,Centre-Back,€900k
Squad FC Annecy,14,Kévin Mouanga,23,France,Centre-Back,€900k
Squad FC Annecy,2,Hamjatou Soukouna,25,France,Centre-Back,€400k
Squad FC Annecy,4,Junior Diaz,20,Cote d'Ivoire,Centre-Back,€400k
Squad FC Annecy,41,Thibault Delphis,21,France,Centre-Back,€300k
Squad FC Annecy,8,Jonathan Gonçalves,35,France,Centre-Back,€150k
Squad FC Annecy,3,Moïse Mahop,24,Cameroon,Left-Back,€600k
Squad FC Annecy,6,François Lajugie,28,France,Right-Back,€700k
Squad FC Annecy,20,Yacouba Barry,21,France,Defensive Midfield,€600k
Squad FC Annecy,17,Vincent Pajot,33,France,Defensive Midfield,€350k
Squad FC Annecy,5,Ahmed Kashi,35,Algeria,Defensive Midfield,€250k
Squad FC Annecy,21,Martin Adeline,20,France,Central Midfield,€900k
Squad FC Annecy,25,Yohan Demoncy,28,France,Central Midfield,€400k
Squad FC Annecy,18,Nordine Kandil,22,Morocco,Attacking Midfield,€800k
Squad FC Annecy,22,Clément Billemaz,25,France,Left Winger,€400k
Squad FC Annecy,12,Kévin Testud,32,France,Left Winger,€300k
Squad FC Annecy,11,Goteh Ntignee,21,Nigeria,Left Winger,€100k
Squad FC Annecy,28,Antoine Larose,31,France,Right Winger,€400k
Squad FC Annecy,7,Kapit Djoco,28,France,Centre-Forward,€600k
Squad FC Annecy,19,Samuel Ntamack,22,France,Centre-Forward,€600k
Squad FC Annecy,10,Warren Caddy,27,Madagascar,Centre-Forward,€400k
Squad FC Annecy,15,Brian Beyer,27,France,Centre-Forward,€400k
Squad FC Annecy,27,Ousmane Camara,22,Guinea,Centre-Forward,€400k
Squad FC Annecy,23,Alexy Bosetti,30,France,Centre-Forward,€300k
Squad FC Annecy,24,Jonathan Kodjia,34,Cote d'Ivoire,Centre-Forward,€300k
Squad FC Annecy,9,Romain Spano,29,France,Centre-Forward,€200k
Squad AC Ajaccio,1,Mathieu Michel,32,France,Goalkeeper,€400k
Squad AC Ajaccio,16,François-Joseph Sollacaro,30,France,Goalkeeper,€300k
Squad AC Ajaccio,5,Clément Vidal,23,France,Centre-Back,€1.00m
Squad AC Ajaccio,21,Cédric Avinel,37,Guadeloupe,Centre-Back,€250k
Squad AC Ajaccio,44,Josué Escartin,21,France,Centre-Back,€150k
Squad AC Ajaccio,3,Stephen Quemper,30,France,Left-Back,€500k
Squad AC Ajaccio,20,Mohamed Youssouf,36,Comoros,Right-Back,€200k
Squad AC Ajaccio,39,Salomon Abergel,19,France,Right-Back,€200k
Squad AC Ajaccio,27,Thibault Campanini,25,France,Right-Back,€100k
Squad AC Ajaccio,31,Tony Strata,19,Romania,Right-Back,€100k
Squad AC Ajaccio,37,Mehdi Puch-Herrantz,20,Algeria,Defensive Midfield,€250k
Squad AC Ajaccio,26,Tim Jabol-Folcarelli,24,France,Central Midfield,€2.00m
Squad AC Ajaccio,6,Thomas Mangani,36,France,Central Midfield,€300k
Squad AC Ajaccio,25,Julien Benhaim,27,France,Left Midfield,€300k
Squad AC Ajaccio,29,Hamza Sakhi,27,Morocco,Attacking Midfield,€1.50m
Squad AC Ajaccio,10,Valentin Jacob,29,France,Attacking Midfield,€500k
Squad AC Ajaccio,4,Michaël Barreto,33,France,Attacking Midfield,€300k
Squad AC Ajaccio,17,Everson Junior,20,France,Attacking Midfield,€100k
Squad AC Ajaccio,14,Cyrille Bayala,27,Burkina Faso,Right Winger,€800k
Squad AC Ajaccio,7,Riad Nouri,38,France,Right Winger,€200k
Squad AC Ajaccio,18,Christopher Ibayi,28,Congo,Centre-Forward,€600k
Squad AC Ajaccio,11,Ben Hamed Touré,20,Cote d'Ivoire,Centre-Forward,€500k
Squad AC Ajaccio,22,Moussa Soumano,18,France,Centre-Forward,€500k
Squad AC Ajaccio,19,Al Hassan Touré,23,Australia,Centre-Forward,€350k
Squad AC Ajaccio,9,Yoann Touzghar,37,Tunisia,Centre-Forward,€250k
Squad Stade Lavallois,30,Mamadou Samassa,34,Mali,Goalkeeper,€250k
Squad Stade Lavallois,1,Maxime Hautbois,33,France,Goalkeeper,€150k
Squad Stade Lavallois,40,Théo Chatelain,24,France,Goalkeeper,€50k
Squad Stade Lavallois,15,Elhadji Pape Diaw,29,Senegal,Centre-Back,€500k
Squad Stade Lavallois,35,Peter Ouaneh,26,France,Centre-Back,€400k
Squad Stade Lavallois,12,Yasser Baldé,31,Guinea,Centre-Back,€300k
Squad Stade Lavallois,3,Marvin Baudry,34,Congo,Centre-Back,€250k
Squad Stade Lavallois,23,Yohan Tavares,36,Portugal,Centre-Back,€200k
Squad Stade Lavallois,20,Amin Cherni,22,Tunisia,Left-Back,€1.20m
Squad Stade Lavallois,25,Edson Seidou,32,France,Left-Back,€200k
Squad Stade Lavallois,7,Thibaut Vargas,23,France,Right-Back,€1.00m
Squad Stade Lavallois,31,Irvyn Lomami,20,France,Right-Back,€150k
Squad Stade Lavallois,2,Kévin Perrot,34,France,Right-Back,€100k
Squad Stade Lavallois,6,Sam Sanna,25,France,Defensive Midfield,€1.00m
Squad Stade Lavallois,27,Jordan Adéoti,35,Benin,Defensive Midfield,€200k
Squad Stade Lavallois,39,Anthony Gonçalves,38,France,Defensive Midfield,€200k
Squad Stade Lavallois,28,Antonin Bobichon,28,France,Central Midfield,€600k
Squad Stade Lavallois,8,Titouan Thomas,22,France,Central Midfield,€400k
Squad Stade Lavallois,4,Jimmy Roye,35,France,Central Midfield,€300k
Squad Stade Lavallois,10,Ryan Ferhaoui,26,France,Central Midfield,€250k
Squad Stade Lavallois,9,Junior Kadile,21,France,Right Winger,€700k
Squad Stade Lavallois,17,Francois-Xavier Fumu Tamuzo,29,France,Right Winger,€150k
Squad Stade Lavallois,11,Rémy Labeau Lascary,21,Guadeloupe,Centre-Forward,€1.00m
Squad Stade Lavallois,29,Pablo Pagis,21,France,Centre-Forward,€1.00m
Squad Stade Lavallois,14,Jordan Tell,26,Guadeloupe,Centre-Forward,€400k
Squad Stade Lavallois,18,Malik Tchokounté,35,France,Centre-Forward,€300k
Squad Stade Lavallois,19,Noa Mupemba,21,France,Centre-Forward,€50k
Squad US Concarneau,30,Esteban Salles,30,France,Goalkeeper,€400k
Squad US Concarneau,1,Maxime Pattier,28,France,Goalkeeper,€200k
Squad US Concarneau,40,Rudy Boulais,21,France,Goalkeeper,€50k
Squad US Concarneau,12,Julien Célestine,26,France,Centre-Back,€700k
Squad US Concarneau,5,Mamadou Sylla,28,France,Centre-Back,€500k
Squad US Concarneau,28,Issouf Paro,29,Burkina Faso,Centre-Back,€250k
Squad US Concarneau,4,Guillaume Jannez,35,France,Centre-Back,€200k
Squad US Concarneau,3,Abdelwahed Wahib,24,Morocco,Left-Back,€400k
Squad US Concarneau,23,Romain Sans,25,France,Left-Back,€300k
Squad US Concarneau,2,Alec Georgen,25,France,Right-Back,€400k
Squad US Concarneau,33,Julien Faussurier,37,France,Right-Back,€200k
Squad US Concarneau,6,Alexandre Phliponeau,24,France,Defensive Midfield,€500k
Squad US Concarneau,17,Maxime Etuin,28,France,Defensive Midfield,€500k
Squad US Concarneau,15,Gabriel Barès,23,Switzerland,Defensive Midfield,€400k
Squad US Concarneau,26,Thibault Sinquin,31,France,Defensive Midfield,€200k
Squad US Concarneau,20,Baptiste Mouazan,22,France,Central Midfield,€600k
Squad US Concarneau,8,Tom Lebeau,25,France,Central Midfield,€200k
Squad US Concarneau,25,Bryan Pelé,32,France,Left Midfield,€200k
Squad US Concarneau,11,Axel Urie,25,Central African Republic,Left Winger,€400k
Squad US Concarneau,19,Kandet Diawara,24,Guinea,Left Winger,€400k
Squad US Concarneau,7,Isaac Matondo,25,France,Left Winger,€300k
Squad US Concarneau,21,Nassim Chadli,22,Morocco,Right Winger,€700k
Squad US Concarneau,10,Fahd El Khoumisti,30,France,Centre-Forward,€500k
Squad US Concarneau,14,Pape Ibnou Ba,31,Mauritania,Centre-Forward,€500k
Squad US Concarneau,9,Noha Ndombasi,22,France,Centre-Forward,€400k
Squad US Concarneau,18,Yanis Merdji,30,France,Centre-Forward,€300k
Squad US Concarneau,13,Bevic Moussiti-Oko,29,Congo,Centre-Forward,€225k
Squad US Concarneau,24,Ambroise Gboho,29,Cote d'Ivoire,Centre-Forward,€200k
Squad US Concarneau,22,Clément Rodrigues,23,France,Centre-Forward,€150k
Squad FC Sochaux-Montbéliard,16,Baptiste Valette,31,France,Goalkeeper,€250k
Squad FC Sochaux-Montbéliard,1,Mathieu Patouillet,20,France,Goalkeeper,€200k
Squad FC Sochaux-Montbéliard,4,Arthur Vitelli,23,France,Centre-Back,€300k
Squad FC Sochaux-Montbéliard,5,Boris Moltenis,24,Martinique,Centre-Back,€250k
Squad FC Sochaux-Montbéliard,15,Thomas Fontaine,32,Madagascar,Centre-Back,€250k
Squad FC Sochaux-Montbéliard,35,Dalangunypole Gomis,19,France,Centre-Back,€150k
Squad FC Sochaux-Montbéliard,28,Maxime Bastian,22,France,Left-Back,€1.00m
Squad FC Sochaux-Montbéliard,3,Amílcar Silva,24,Portugal,Left-Back,€500k
Squad FC Sochaux-Montbéliard,19,Julien Dacosta,27,France,Right-Back,€300k
Squad FC Sochaux-Montbéliard,2,Nolan Galves,20,France,Right-Back,€250k
Squad FC Sochaux-Montbéliard,14,Sidy Diagne,22,Switzerland,Right-Back,€100k
Squad FC Sochaux-Montbéliard,6,Mouhamadou Drammeh,24,France,Defensive Midfield,€250k
Squad FC Sochaux-Montbéliard,35,Elie Kayembe,19,France,Defensive Midfield,€25k
Squad FC Sochaux-Montbéliard,34,Allan Ackra,20,France,Central Midfield,€450k
Squad FC Sochaux-Montbéliard,24,Malcolm Viltard,21,France,Central Midfield,€400k
Squad FC Sochaux-Montbéliard,21,Dimitri Liénard,36,France,Left Midfield,€400k
Squad FC Sochaux-Montbéliard,8,Kevin Hoggas,32,France,Attacking Midfield,€350k
Squad FC Sochaux-Montbéliard,10,Roli Pereira de Sa,27,France,Attacking Midfield,€350k
Squad FC Sochaux-Montbéliard,27,Diego Michel,26,France,Attacking Midfield,€250k
Squad FC Sochaux-Montbéliard,25,Alex Daho,20,France,Left Winger,€400k
Squad FC Sochaux-Montbéliard,17,Noah Fatar,22,France,Right Winger,€500k
Squad FC Sochaux-Montbéliard,20,Jodel Dossou,32,Benin,Right Winger,€500k
Squad FC Sochaux-Montbéliard,11,Issouf Macalou,25,Cote d'Ivoire,Right Winger,€250k
Squad FC Sochaux-Montbéliard,33,Martin Lecolier,20,France,Right Winger,€50k
Squad FC Sochaux-Montbéliard,9,N'Dri Koffi,22,Cote d'Ivoire,Centre-Forward,€600k
Squad FC Sochaux-Montbéliard,22,Kévin Zohi,27,Mali,Centre-Forward,€500k
Squad Dijon FCO,40,Robin Risser,19,France,Goalkeeper,€400k
Squad Dijon FCO,16,Saturnin Allagbé,30,Benin,Goalkeeper,€200k
Squad Dijon FCO,1,Lenny Montfort,22,France,Goalkeeper,€50k
Squad Dijon FCO,5,Arnold Temanfo,30,France,Centre-Back,€300k
Squad Dijon FCO,13,Souleymane Cissé,21,France,Centre-Back,€300k
Squad Dijon FCO,3,Daniel Congré,39,France,Centre-Back,€100k
Squad Dijon FCO,18,Axel Drouhin,24,France,Centre-Back,€25k
Squad Dijon FCO,2,Adama Fofana,24,Burkina Faso,Left-Back,€400k
Squad Dijon FCO,23,Cédric Makutungu,26,France,Left-Back,€300k
Squad Dijon FCO,34,Zakaria Ariss,19,France,Left-Back,€25k
Squad Dijon FCO,27,Cheick Traoré,29,Mali,Right-Back,€400k
Squad Dijon FCO,25,Zoran Moco,20,Guadeloupe,Right-Back,€350k
