team name,num,name,age,nationality,position,market value
Squad Dijon FCO,6,Rayan Souici,26,France,Defensive Midfield,€300k
Squad Dijon FCO,17,Yanis Chahid,19,France,Central Midfield,€400k
Squad Dijon FCO,14,Jordan Marié,32,France,Central Midfield,€300k
Squad Dijon FCO,29,Loïc Etoga,21,Cameroon,Central Midfield,€100k
Squad Dijon FCO,28,Bryan Soumaré,25,France,Attacking Midfield,€500k
Squad Dijon FCO,20,Zakaria Fdaouch,27,France,Left Winger,€500k
Squad Dijon FCO,8,Kévin Schur,33,France,Left Winger,€200k
Squad Dijon FCO,11,Walid Nassi,23,France,Right Winger,€200k
Squad Dijon FCO,33,Cyriaque Irié,18,Burkina Faso,Right Winger,€100k
Squad Dijon FCO,21,Mohamed Ben Fredj,23,Tunisia,Centre-Forward,€400k
Squad Dijon FCO,7,Roger Assalé,30,Cote d'Ivoire,Centre-Forward,€300k
Squad Dijon FCO,22,Kader N'Chobi,28,France,Centre-Forward,€300k
Squad Dijon FCO,19,Joseph Mendes,33,Guinea-Bissau,Centre-Forward,€200k
Squad Red Star FC,1,Quentin Beunardeau,30,France,Goalkeeper,€400k
Squad Red Star FC,16,William Avognan,28,France,Goalkeeper,€100k
Squad Red Star FC,30,Pépé Bonet,21,DR Congo,Goalkeeper,€50k
Squad Red Star FC,2,Blondon Meyapya,23,Cameroon,Centre-Back,€500k
Squad Red Star FC,28,Loïc Kouagba,29,France,Centre-Back,€350k
Squad Red Star FC,4,Bissenty Mendy,32,France,Centre-Back,€300k
Squad Red Star FC,5,Paolo Gozzi,22,Italy,Centre-Back,€300k
Squad Red Star FC,21,Aniss El Hriti,34,France,Left-Back,€150k
Squad Red Star FC,13,Fodé Doucouré,23,Mali,Right-Back,€400k
Squad Red Star FC,22,Evens Seridor,24,France,Right-Back,€25k
Squad Red Star FC,3,Ryad Hachem,25,France,Defensive Midfield,€400k
Squad Red Star FC,8,Joachim Eickmayer,31,France,Defensive Midfield,€300k
Squad Red Star FC,26,Fred Dembi,29,Congo,Defensive Midfield,€300k
Squad Red Star FC,25,Cheikh N'Doye,38,Senegal,Central Midfield,€150k
Squad Red Star FC,14,Rayan Slimani,20,France,Central Midfield,€50k
Squad Red Star FC,10,Merwan Ifnaoui,25,France,Attacking Midfield,€600k
Squad Red Star FC,7,Damien Durand,28,France,Left Winger,€350k
Squad Red Star FC,11,Kemo Cissé,27,France,Right Winger,€350k
Squad Red Star FC,23,Jovany Ikanga,22,France,Centre-Forward,€400k
Squad Red Star FC,29,Hacène Benali,24,Algeria,Centre-Forward,€350k
Squad Red Star FC,17,Ivann Botella,24,France,Centre-Forward,€300k
Squad Red Star FC,27,Achille Anani,29,Cote d'Ivoire,Centre-Forward,€300k
Squad Red Star FC,9,Alioune Fall,29,Senegal,Centre-Forward,€100k
Squad FC Versailles 78,40,Sébastien Rénot,34,France,Goalkeeper,€200k
Squad FC Versailles 78,1,Jules Raux,20,France,Goalkeeper,€100k
Squad FC Versailles 78,13,Gustave Akueson,28,Togo,Centre-Back,€300k
Squad FC Versailles 78,6,Lassana Diakhaby,28,Mauritania,Centre-Back,€250k
Squad FC Versailles 78,22,Thibault Jaques,36,France,Centre-Back,€150k
Squad FC Versailles 78,4,Ibrahim Karamoko,22,France,Centre-Back,€100k
Squad FC Versailles 78,27,Pierre Gibaud,35,France,Centre-Back,€100k
Squad FC Versailles 78,12,Melih Altikulac,22,Türkiye,Left-Back,€350k
Squad FC Versailles 78,3,Pierre-Yves Polomat,30,Martinique,Left-Back,€250k
Squad FC Versailles 78,23,Florian Lapis,30,Martinique,Left-Back,€150k
Squad FC Versailles 78,17,Chris-Kévin Nadje,22,Cote d'Ivoire,Defensive Midfield,€400k
Squad FC Versailles 78,14,Romain Basque,28,France,Defensive Midfield,€350k
Squad FC Versailles 78,28,Gaoussou Traoré,24,France,Defensive Midfield,€300k
Squad FC Versailles 78,29,Jordan Mendes Correia,20,France,Defensive Midfield,€200k
Squad FC Versailles 78,5,Alexis Mané,26,France,Defensive Midfield,€150k
Squad FC Versailles 78,18,Grégoire Lefebvre,29,France,Central Midfield,€350k
Squad FC Versailles 78,8,Jordan Leborgne,28,Guadeloupe,Central Midfield,€300k
Squad FC Versailles 78,20,Loïc Damour,33,France,Central Midfield,€150k
Squad FC Versailles 78,26,Sofiane Boudraa,20,Algeria,Right Midfield,€200k
Squad FC Versailles 78,9,Djibril Bangoura,22,Guinea,Attacking Midfield,€250k
Squad FC Versailles 78,7,Bilal Hend,24,France,Left Winger,€250k
Squad FC Versailles 78,15,Vénuste Baboula,25,Central African Republic,Left Winger,€100k
Squad FC Versailles 78,19,Modeste Duku,22,France,Right Winger,€250k
Squad FC Versailles 78,10,Jeremain Lens,36,Netherlands,Right Winger,€100k
Squad FC Versailles 78,2,Mondy Prunier,24,Haiti,Centre-Forward,€350k
Squad FC Versailles 78,21,Mehdi Baaloudj,23,Algeria,Centre-Forward,€300k
Squad FC Versailles 78,11,Yohan Brun,29,France,Centre-Forward,€100k
Squad FC Versailles 78,25,Kévin Mbala,23,France,Centre-Forward,€50k
Squad Nîmes Olympique,1,Fabrice Ondoa,28,Cameroon,Goalkeeper,€300k
Squad Nîmes Olympique,40,Tao Paradowski,19,France,Goalkeeper,€300k
Squad Nîmes Olympique,16,Lucas Dias,24,France,Goalkeeper,€200k
Squad Nîmes Olympique,50,Vincenzo Cozzella,22,Italy,Goalkeeper,€100k
Squad Nîmes Olympique,5,Waly Diouf,26,Senegal,Centre-Back,€250k
Squad Nîmes Olympique,22,Formose Mendy,30,France,Centre-Back,€250k
Squad Nîmes Olympique,29,Dagui Paviot,21,France,Centre-Back,€25k
Squad Nîmes Olympique,21,Namakoro Diallo,28,France,Left-Back,€250k
Squad Nîmes Olympique,26,Sanasi Sy,25,France,Left-Back,€250k
Squad Nîmes Olympique,17,Ronny Labonne,26,Martinique,Right-Back,€400k
Squad Nîmes Olympique,25,Patrick Burner,28,Martinique,Right-Back,€400k
Squad Nîmes Olympique,19,Hamza Sbaï,24,France,Right-Back,€100k
Squad Nîmes Olympique,6,Brahima Doukansy,24,France,Defensive Midfield,€300k
Squad Nîmes Olympique,18,Mathis Picouleau,23,France,Central Midfield,€400k
Squad Nîmes Olympique,14,Jonathan Mexique,29,Martinique,Central Midfield,€300k
Squad Nîmes Olympique,20,Léon Delpech,21,France,Central Midfield,€200k
Squad Nîmes Olympique,7,Paul Wade,24,France,Central Midfield,€100k
Squad Nîmes Olympique,12,Ibrahim Sacko,30,France,Central Midfield,€100k
Squad Nîmes Olympique,8,Gauthier Laurens,23,France,Right Midfield,€50k
Squad Nîmes Olympique,11,Axel Thoumin,22,France,Left Winger,€100k
Squad Nîmes Olympique,27,Wesley Ngakoutou,22,Central African Republic,Right Winger,€100k
Squad Nîmes Olympique,28,Freddy Mbemba,21,France,Centre-Forward,€400k
Squad Nîmes Olympique,24,Abdoulaye Sané,31,Senegal,Centre-Forward,€375k
Squad Nîmes Olympique,9,Orphé Mbina,23,Gabon,Centre-Forward,€300k
Squad Nîmes Olympique,15,Ismaël Camara,23,Guinea,Centre-Forward,€200k
Squad Nîmes Olympique,10,Mahamadou Doucouré,23,Mali,Centre-Forward,€150k
Squad AS Nancy-Lorraine,16,Martin Sourzac,32,France,Goalkeeper,€200k
Squad AS Nancy-Lorraine,30,Marco Giagnorio,22,France,Goalkeeper,€100k
Squad AS Nancy-Lorraine,21,Lucas Pellegrini,24,France,Centre-Back,€300k
Squad AS Nancy-Lorraine,15,Prince Mendy,29,Senegal,Centre-Back,€250k
Squad AS Nancy-Lorraine,17,Maxence Carlier,27,France,Centre-Back,€250k
Squad AS Nancy-Lorraine,3,Gwilhem Tayot,20,France,Left-Back,€350k
Squad AS Nancy-Lorraine,24,Gaëtan Bussmann,33,France,Left-Back,€200k
Squad AS Nancy-Lorraine,22,Shaquil Delos,24,France,Right-Back,€400k
Squad AS Nancy-Lorraine,6,Teddy Bouriaud,27,France,Defensive Midfield,€300k
Squad AS Nancy-Lorraine,4,Alassane Diaby,29,Mali,Defensive Midfield,€200k
Squad AS Nancy-Lorraine,5,Maxime Nonnenmacher,21,France,Defensive Midfield,€50k
Squad AS Nancy-Lorraine,19,Derek Mazou-Sacko,19,France,Central Midfield,€400k
Squad AS Nancy-Lorraine,11,Mamadou Camara,21,Senegal,Central Midfield,€250k
Squad AS Nancy-Lorraine,23,Louis Carnot,23,France,Central Midfield,€150k
Squad AS Nancy-Lorraine,7,Benjamin Gomel,25,France,Left Winger,€400k
Squad AS Nancy-Lorraine,10,Lenny Nangis,30,Guadeloupe,Left Winger,€300k
Squad AS Nancy-Lorraine,29,Lamine Cissé,21,France,Right Winger,€500k
Squad AS Nancy-Lorraine,20,Alexis Lefebvre,20,France,Right Winger,€300k
Squad AS Nancy-Lorraine,13,Okardi Inikurogha,19,Nigeria,Right Winger,€50k
Squad AS Nancy-Lorraine,28,Kévin Farade,28,Martinique,Centre-Forward,€300k
Squad AS Nancy-Lorraine,9,Cheikh Touré,27,France,Centre-Forward,€200k
Squad AS Nancy-Lorraine,18,Jonathan Rivas,32,France,Centre-Forward,€150k
Squad AS Nancy-Lorraine,27,Josselin Gromat,26,France,Centre-Forward,€150k
Squad AS Nancy-Lorraine,8,Walid Bouabdeli,23,France,Centre-Forward,€50k
Squad FC Villefranche-Beaujolais,1,Sullivan Péan,24,France,Goalkeeper,€350k
Squad FC Villefranche-Beaujolais,16,Eddy Ehlinger,22,France,Goalkeeper,€25k
Squad FC Villefranche-Beaujolais,4,Djamal Moussadek,22,Morocco,Centre-Back,€300k
Squad FC Villefranche-Beaujolais,6,Clidis da Silva,25,Senegal,Centre-Back,€300k
Squad FC Villefranche-Beaujolais,2,Kobi Henry,19,United States,Centre-Back,€200k
Squad FC Villefranche-Beaujolais,14,Nathan Dekoke,28,France,Left-Back,€300k
Squad FC Villefranche-Beaujolais,7,Rosario Latouchent,28,Martinique,Left-Back,€250k
Squad FC Villefranche-Beaujolais,15,Théo Emmanuelli,24,France,Left-Back,€50k
Squad FC Villefranche-Beaujolais,27,Julien Kouadio,24,France,Right-Back,€350k
Squad FC Villefranche-Beaujolais,18,Davis Abanda Mfomo,23,France,Right-Back,€250k
Squad FC Villefranche-Beaujolais,22,Laurent Dos Santos,31,France,Right-Back,€200k
Squad FC Villefranche-Beaujolais,5,Rémi Bonenfant,35,France,Right-Back,€100k
Squad FC Villefranche-Beaujolais,28,Abou Ba,25,France,Defensive Midfield,€300k
Squad FC Villefranche-Beaujolais,13,Bakari Camara,30,Mauritania,Defensive Midfield,€150k
Squad FC Villefranche-Beaujolais,20,Rémi Sergio,36,France,Defensive Midfield,€150k
Squad FC Villefranche-Beaujolais,8,Mourad Louzif,23,Morocco,Central Midfield,€400k
Squad FC Villefranche-Beaujolais,10,Maxime Blanc,32,France,Central Midfield,€250k
Squad FC Villefranche-Beaujolais,24,Sofiane Bendaoud,31,France,Central Midfield,€200k
Squad FC Villefranche-Beaujolais,11,Oumar Sidibé,23,France,Attacking Midfield,€200k
Squad FC Villefranche-Beaujolais,23,Dassiemou Mai,27,England,Right Winger,€100k
Squad FC Villefranche-Beaujolais,9,Amine Messoussa,19,France,Centre-Forward,€400k
Squad FC Villefranche-Beaujolais,12,Claudy M'Buyi,24,France,Centre-Forward,€400k
Squad FC Villefranche-Beaujolais,19,Idrissa Ba,33,France,Centre-Forward,€200k
Squad US Avranches,1,Anthony Beuve,35,France,Goalkeeper,€150k
Squad US Avranches,40,Ghjuvanni Quilichini,21,France,Goalkeeper,€100k
Squad US Avranches,16,Cédric Mensah,35,Togo,Goalkeeper,€50k
Squad US Avranches,4,Mathis Lemeray,22,France,Centre-Back,€300k
Squad US Avranches,5,Mattéo Rabuel,23,France,Centre-Back,€300k
Squad US Avranches,6,Justin Smith,21,Canada,Centre-Back,€300k
Squad US Avranches,3,Sékou Fofana,21,Cote d'Ivoire,Left-Back,€400k
Squad US Avranches,12,Damon Bansais,30,France,Right-Back,€250k
Squad US Avranches,2,Bastien Launay,25,France,Right-Back,€200k
Squad US Avranches,26,Emeric Dudouit,32,France,Right-Back,€200k
Squad US Avranches,23,Victor Daguin,24,France,Defensive Midfield,€400k
Squad US Avranches,25,Jessy Pi,30,France,Defensive Midfield,€400k
Squad US Avranches,14,Leverton Pierre,26,Haiti,Defensive Midfield,€350k
Squad US Avranches,8,Charles Boateng,34,Ghana,Defensive Midfield,€100k
Squad US Avranches,10,Pierre Magnon,27,France,Central Midfield,€250k
Squad US Avranches,32,Mathéo Remars,24,France,Right Midfield,€300k
Squad US Avranches,24,Aurélien Tertereau,32,France,Attacking Midfield,€150k
Squad US Avranches,28,Ryan Fage,20,France,Attacking Midfield,€100k
Squad US Avranches,11,Dany Jean,21,Haiti,Left Winger,€400k
Squad US Avranches,20,Alan Kerouedan,24,France,Right Winger,€500k
Squad US Avranches,18,Isaac Tshipamba,23,France,Right Winger,€50k
Squad US Avranches,7,Steven Nsimba,27,France,Centre-Forward,€150k
Squad Le Mans FC,16,Nicolas Kocik,25,France,Goalkeeper,€350k
Squad Le Mans FC,1,Ewan Hatfout,24,France,Goalkeeper,€100k
Squad Le Mans FC,30,Augustin Delbecque,22,France,Goalkeeper,€25k
Squad Le Mans FC,5,Harold Voyer,27,Martinique,Centre-Back,€350k
Squad Le Mans FC,17,Samuel Yohou,32,France,Centre-Back,€200k
Squad Le Mans FC,21,Théo Eyoum,22,France,Centre-Back,€150k
Squad Le Mans FC,24,Paul Lehoux,22,France,Centre-Back,€50k
Squad Le Mans FC,20,Hugo Vargas-Ríos,29,France,Left-Back,€300k
Squad Le Mans FC,22,Lilian Njoh,22,France,Left-Back,€100k
Squad Le Mans FC,12,Anthony Ribelin,28,France,Right-Back,€300k
Squad Le Mans FC,8,Alexandre Lauray,27,France,Right-Back,€200k
Squad Le Mans FC,29,Edwin Quarshie,28,France,Defensive Midfield,€300k
Squad Le Mans FC,13,Ugo Raghouber,20,France,Defensive Midfield,€200k
Squad Le Mans FC,6,Mathieu Coutadeur,38,France,Central Midfield,€100k
Squad Le Mans FC,10,Yoann Le Méhauté,29,France,Attacking Midfield,€400k
Squad Le Mans FC,19,Alexandre Vincent,29,France,Attacking Midfield,€200k
Squad Le Mans FC,11,Makan Aïko,23,France,Left Winger,€350k
Squad Le Mans FC,14,Mathis Touho,19,France,Left Winger,€200k
Squad Le Mans FC,26,Erwan Colas,26,France,Left Winger,€200k
Squad Le Mans FC,18,Mehdi Boussaïd,28,Algeria,Right Winger,€350k
Squad Le Mans FC,31,Adam Hammoudi,21,France,Second Striker,€25k
Squad Le Mans FC,9,Antoine Rabillard,28,France,Centre-Forward,€400k
Squad Le Mans FC,15,Arnold Vula,25,DR Congo,Centre-Forward,€200k
Squad Le Mans FC,25,Dame Gueye,28,Senegal,Centre-Forward,€200k
Squad FC Martigues,30,Jérémy Aymes,35,France,Goalkeeper,€150k
Squad FC Martigues,40,Romain Cagnon,26,France,Goalkeeper,€100k
Squad FC Martigues,24,Léandro Morante,26,France,Centre-Back,€500k
Squad FC Martigues,5,Raphaël Calvet,30,France,Centre-Back,€250k
Squad FC Martigues,3,Rudolf Turkaj,29,Albania,Centre-Back,€200k
Squad FC Martigues,4,Ahmed Soilihi,27,Comoros,Centre-Back,€200k
Squad FC Martigues,8,Yanis Zouaoui,25,France,Left-Back,€500k
Squad FC Martigues,-,Nassim Ahmed,23,France,Left-Back,-
Squad FC Martigues,22,Akim Djaha,25,Comoros,Right-Back,€300k
Squad FC Martigues,20,Yazid Aït Moujane,23,France,Right-Back,€150k
Squad FC Martigues,21,Yanis Hadjem,22,Algeria,Right-Back,€100k
Squad FC Martigues,6,Francis Kembolo,33,France,Defensive Midfield,€200k
Squad FC Martigues,13,Amine Hemia,26,France,Central Midfield,€500k
Squad FC Martigues,12,Milan Robin,24,France,Central Midfield,€250k
Squad FC Martigues,26,Samir Belloumou,29,France,Central Midfield,€150k
Squad FC Martigues,7,Oualid Orinel,33,France,Central Midfield,€100k
Squad FC Martigues,28,Foued Kadir,40,Algeria,Attacking Midfield,€100k
Squad FC Martigues,27,Alain Ipiélé,26,Congo,Right Winger,€350k
Squad FC Martigues,19,Noa Cervantes,21,Algeria,Right Winger,€300k
Squad FC Martigues,10,Karim Tlili,34,France,Right Winger,€200k
Squad FC Martigues,29,Oucasse Mendy,22,France,Right Winger,€50k
Squad FC Martigues,9,Romain Montiel,28,France,Centre-Forward,€350k
Squad FC Martigues,18,Gaëtan Missi Mezu,27,Gabon,Centre-Forward,€200k
Squad FC Martigues,11,Abdoul Diawara,33,France,Centre-Forward,€50k
Squad Chamois Niortais FC,1,Paul Delecroix,35,France,Goalkeeper,€150k
Squad Chamois Niortais FC,40,Jacques Mbiandjeu,21,Cameroon,Goalkeeper,€25k
Squad Chamois Niortais FC,18,Bradley M'Bondo,22,France,Centre-Back,€400k
Squad Chamois Niortais FC,5,Bruno Ecuele Manga,35,Gabon,Centre-Back,€200k
Squad Chamois Niortais FC,4,Jean-Philippe Célestin,21,France,Centre-Back,€25k
Squad Chamois Niortais FC,2,Quentin Bernard,34,France,Left-Back,€250k
Squad Chamois Niortais FC,25,Raphaël Anaba,24,Cameroon,Left-Back,€150k
Squad Chamois Niortais FC,14,Dylan Durivaux,22,France,Right-Back,€400k
Squad Chamois Niortais FC,26,Samy Benchamma,23,France,Defensive Midfield,€500k
Squad Chamois Niortais FC,21,Natanaël Bouekou,21,France,Defensive Midfield,€200k
Squad Chamois Niortais FC,28,Nacim El Hassani,24,France,Defensive Midfield,€100k
Squad Chamois Niortais FC,17,Samuel Renel,22,Martinique,Central Midfield,€400k
Squad Chamois Niortais FC,7,Moataz Zemzemi,24,Tunisia,Left Midfield,€500k
Squad Chamois Niortais FC,29,Kylian Gasnier,21,France,Attacking Midfield,€300k
Squad Chamois Niortais FC,20,Billal El Kaddouri,22,France,Left Winger,€300k
Squad Chamois Niortais FC,10,Belkacem Dali Amar,25,France,Left Winger,€50k
Squad Chamois Niortais FC,23,Mory Keita,27,Cote d'Ivoire,Left Winger,€50k
Squad Chamois Niortais FC,11,Sidi Cissé,21,France,Right Winger,€150k
Squad Chamois Niortais FC,24,Tyrone Tormin,22,France,Second Striker,€100k
Squad Chamois Niortais FC,9,Marks Inchaud,21,France,Centre-Forward,€350k
Squad Chamois Niortais FC,19,Nesta Elphege,23,France,Centre-Forward,€300k
Squad Chamois Niortais FC,8,Godwin Bentil,23,Ghana,Centre-Forward,€150k
Squad Chamois Niortais FC,22,Ryan Bakayoko,22,France,Centre-Forward,€150k
Squad SO Cholet,40,Ousmane Ba,21,Senegal,Goalkeeper,€350k
Squad SO Cholet,16,Thomas Secchi,26,France,Goalkeeper,€150k
Squad SO Cholet,1,Dan Delaunay,29,France,Goalkeeper,€50k
Squad SO Cholet,15,Nathan Monzango,22,France,Centre-Back,€300k
Squad SO Cholet,4,Djessine Seba,29,France,Centre-Back,€250k
Squad SO Cholet,27,Ismaël Dramé,22,France,Centre-Back,€100k
Squad SO Cholet,13,Samuel Guibert,35,France,Centre-Back,€50k
Squad SO Cholet,34,Hichem Khoutri,21,France,Centre-Back,€50k
Squad SO Cholet,23,Martin Expérience,25,Haiti,Left-Back,€300k
Squad SO Cholet,20,Abdoulkader Thiam,25,Mauritania,Left-Back,€200k
Squad SO Cholet,22,Yamadou Fofana,32,France,Left-Back,€50k
Squad SO Cholet,14,Jérémi Santini,25,France,Right-Back,€250k
Squad SO Cholet,2,Amidou Diop,20,Senegal,Right-Back,€100k
Squad SO Cholet,6,Tom Renaud,23,France,Defensive Midfield,€300k
Squad SO Cholet,8,Frédéric Injaï,28,France,Defensive Midfield,€150k
Squad SO Cholet,37,Kamal Bafounta,22,France,Defensive Midfield,€100k
Squad SO Cholet,5,Bogdan Zekovic,26,France,Midfielder,€50k
Squad SO Cholet,24,Adama Diop,21,Mauritania,Defensive Midfield,€50k
Squad SO Cholet,21,Hamza Hafidi,31,Morocco,Central Midfield,€100k
Squad SO Cholet,19,Sacha Botton,22,France,Central Midfield,€50k
Squad SO Cholet,39,Aliou Dembélé,36,France,Central Midfield,€50k
Squad SO Cholet,17,Alexandre Gameiro,25,France,Right Midfield,€250k
Squad SO Cholet,31,Ilyes Najim,21,France,Attacking Midfield,€400k
Squad SO Cholet,25,Jordan Robinand,20,France,Attacking Midfield,€150k
Squad SO Cholet,11,Moudja Sié Ouattara,21,Cote d'Ivoire,Left Winger,€200k
Squad SO Cholet,32,Ivane Chegra,20,Algeria,Right Winger,€200k
Squad SO Cholet,18,Babou Seye,20,Senegal,Right Winger,€50k
Squad SO Cholet,12,Yankuba Jarju,27,The Gambia,Centre-Forward,€350k
Squad SO Cholet,10,Oussama Abdeldjelil,30,Algeria,Centre-Forward,€200k
Squad SO Cholet,35,Jeffrey Quarshie,32,France,Centre-Forward,€200k
Squad SO Cholet,9,Andgelo Mosset,21,France,Centre-Forward,€50k
Squad LB Châteauroux,40,Hillel Konaté,29,Burkina Faso,Goalkeeper,€250k
Squad LB Châteauroux,16,Brice Cognard,33,Guadeloupe,Goalkeeper,€50k
Squad LB Châteauroux,20,Glen Matondo,26,France,Centre-Back,€300k
Squad LB Châteauroux,27,Baptiste Guyot,27,France,Centre-Back,€300k
Squad LB Châteauroux,6,Vincent Pirès,28,France,Centre-Back,€250k
Squad LB Châteauroux,34,Jason Gnakpa,20,France,Centre-Back,€100k
Squad LB Châteauroux,26,Hervé Mombela,28,France,Centre-Back,-
Squad LB Châteauroux,11,Rémy Duterte,29,France,Left-Back,€250k
Squad LB Châteauroux,13,Adama Mbengue,30,Senegal,Left-Back,€250k
Squad LB Châteauroux,17,Aloys Fouda,23,Cameroon,Right-Back,€250k
Squad LB Châteauroux,23,Tony Njiké,26,France,Defensive Midfield,€500k
Squad LB Châteauroux,18,Omaré Gassama,28,Mauritania,Defensive Midfield,€150k
Squad LB Châteauroux,8,Othmane Chraibi,21,Morocco,Defensive Midfield,€50k
Squad LB Châteauroux,25,Stéphane Mbia,37,Cameroon,Defensive Midfield,-
Squad LB Châteauroux,10,Antoine Mille,26,France,Central Midfield,€350k
Squad LB Châteauroux,24,Hugo Colella,24,France,Right Midfield,€150k
Squad LB Châteauroux,22,Fredler Christophe,22,Haiti,Right Midfield,€50k
Squad LB Châteauroux,21,Kapo Sylva,31,France,Attacking Midfield,€200k
Squad LB Châteauroux,19,Landry Nomel,26,France,Left Winger,€300k
Squad LB Châteauroux,4,Thiemoko Diarra,20,Mali,Left Winger,€50k
Squad LB Châteauroux,9,Geoffray Durbant,31,Guadeloupe,Centre-Forward,€400k
Squad LB Châteauroux,29,Zakaria Bengueddoudj,24,France,Centre-Forward,€300k
Squad LB Châteauroux,7,François Mendy,24,France,Centre-Forward,€100k
Squad US Orléans,1,Vincent Viot,29,France,Goalkeeper,€300k
Squad US Orléans,16,Owen-Césaire Matimbou,21,Congo,Goalkeeper,€25k
Squad US Orléans,3,Steve Solvet,28,Guadeloupe,Centre-Back,€300k
Squad US Orléans,14,Nicolas Saint-Ruf,31,Guadeloupe,Centre-Back,€300k
Squad US Orléans,5,Modibo Camara,20,France,Centre-Back,€50k
Squad US Orléans,21,Virgil Thérésin,25,France,Centre-Back,€50k
Squad US Orléans,4,Morgan Jean-Pierre,31,Guadeloupe,Left-Back,€200k
Squad US Orléans,12,Adrien Pagerie,31,France,Left-Back,€150k
Squad US Orléans,22,Jimmy Halby Touré,27,France,Right-Back,€300k
Squad US Orléans,28,Brandon Agounon,29,Benin,Right-Back,€250k
Squad US Orléans,15,Loïc Goujon,28,France,Defensive Midfield,€300k
Squad US Orléans,25,Lucas Bretelle,22,France,Defensive Midfield,€300k
Squad US Orléans,6,Adama Niakaté,23,France,Defensive Midfield,€100k
Squad US Orléans,-,Youssouf Mulumbu,37,DR Congo,Defensive Midfield,€25k
Squad US Orléans,19,Grégory Berthier,28,France,Right Midfield,€300k
Squad US Orléans,20,Ryan Ponti,25,France,Left Midfield,€300k
Squad US Orléans,8,Vincent Marcel,27,France,Left Winger,€350k
Squad US Orléans,7,Yahya Soumaré,23,France,Right Winger,€200k
Squad US Orléans,10,Adrian Dabasse,30,France,Centre-Forward,€250k
Squad US Orléans,9,Johanne Akassou,28,France,Centre-Forward,€100k
Squad US Orléans,17,Philippe Etoughe,28,Gabon,Centre-Forward,€100k
Squad FC Rouen 1899,1,Axel Maraval,30,France,Goalkeeper,€300k
Squad FC Rouen 1899,30,Léonard Aggoune,26,France,Goalkeeper,€25k
Squad FC Rouen 1899,23,Sofyane Bouzamoucha,23,France,Centre-Back,€400k
Squad FC Rouen 1899,24,Adon Gomis,31,Guinea-Bissau,Centre-Back,€200k
Squad FC Rouen 1899,26,Valentin Sanson,31,France,Centre-Back,€200k
Squad FC Rouen 1899,18,Clément Bassin,29,France,Centre-Back,€150k
Squad FC Rouen 1899,29,Mathieu Mion,23,France,Left-Back,€300k
Squad FC Rouen 1899,19,Ruffice Amédé Kabongo,23,France,Left-Back,€100k
Squad FC Rouen 1899,2,Lamine Sy,21,France,Right-Back,€400k
Squad FC Rouen 1899,6,Mustapha Benzia,33,France,Defensive Midfield,€200k
Squad FC Rouen 1899,12,Mohamed Ouadah,29,France,Central Midfield,€300k
Squad FC Rouen 1899,17,Ahmad Allée,27,Iraq,Central Midfield,€250k
Squad FC Rouen 1899,5,Malik Abdelmoula,31,France,Central Midfield,€200k
Squad FC Rouen 1899,8,Omar Bezzekhami,28,France,Central Midfield,€150k
Squad FC Rouen 1899,14,Naël Bensoula,20,France,Central Midfield,€100k
Squad FC Rouen 1899,22,Antoine Bernasque,22,France,Central Midfield,€50k
Squad FC Rouen 1899,10,Abdeljalil Sahloune,29,France,Left Winger,€200k
Squad FC Rouen 1899,25,Zana Allée,30,France,Left Winger,€150k
Squad FC Rouen 1899,7,Damien Loppy,26,France,Centre-Forward,€200k
Squad FC Rouen 1899,27,Hicham Benkaid,33,France,Centre-Forward,€200k
Squad Grand Ouest Association Lyonnaise FC,1,Antoine Philippon,34,France,Goalkeeper,€100k
Squad Grand Ouest Association Lyonnaise FC,16,Erwan Drais,26,France,Goalkeeper,€50k
Squad Grand Ouest Association Lyonnaise FC,17,Lucas Camelo,25,France,Centre-Back,€200k
Squad Grand Ouest Association Lyonnaise FC,4,Malick Lopy,26,France,Centre-Back,€150k
Squad Grand Ouest Association Lyonnaise FC,22,Oumar Camara,23,France,Centre-Back,€150k
Squad Grand Ouest Association Lyonnaise FC,5,Kassim M'Dahoma,27,Comoros,Centre-Back,€100k
Squad Grand Ouest Association Lyonnaise FC,-,Maramadou Kaba,20,France,Centre-Back,-
Squad Grand Ouest Association Lyonnaise FC,23,Nathan Tanard,26,France,Left-Back,€200k
Squad Grand Ouest Association Lyonnaise FC,-,Lucas Calodat,22,France,Left-Back,€100k
Squad Grand Ouest Association Lyonnaise FC,18,Mathis Louiserre,23,France,Left-Back,€50k
Squad Grand Ouest Association Lyonnaise FC,3,Adrien Julloux,27,France,Right-Back,€250k
Squad Grand Ouest Association Lyonnaise FC,6,Loïc Dufau,35,France,Defensive Midfield,€100k
Squad Grand Ouest Association Lyonnaise FC,8,Romain Caumet,25,France,Defensive Midfield,€100k
Squad Grand Ouest Association Lyonnaise FC,-,Moïse Mbemba Yamfu,24,France,Defensive Midfield,-
Squad Grand Ouest Association Lyonnaise FC,27,Cazim Suljic,27,Bosnia-Herzegovina,Central Midfield,€200k
Squad Grand Ouest Association Lyonnaise FC,10,Thibaut Lemaître,28,France,Central Midfield,€100k
Squad Grand Ouest Association Lyonnaise FC,7,Enzo Réale,32,France,Central Midfield,€50k
Squad Grand Ouest Association Lyonnaise FC,24,Léo Fichten,29,France,Central Midfield,€50k
Squad Grand Ouest Association Lyonnaise FC,21,Côme Fromager,20,France,Attacking Midfield,€50k
