team name,num,name,age,nationality,position,market value
Squad Inter Milan,77,Emil Audero,27,Italy,Goalkeeper,€6.00m
Squad Inter Milan,1,Yann Sommer,35,Switzerland,Goalkeeper,€5.00m
Squad Inter Milan,12,Raffaele Di Gennaro,30,Italy,Goalkeeper,€350k
Squad Inter Milan,95,Alessandro Bastoni,25,Italy,Centre-Back,€70.00m
Squad Inter Milan,28,Benjamin Pavard,28,France,Centre-Back,€50.00m
Squad Inter Milan,31,Yann Bisseck,23,Germany,Centre-Back,€15.00m
Squad Inter Milan,6,Stefan de Vrij,32,Netherlands,Centre-Back,€8.00m
Squad Inter Milan,15,Francesco Acerbi,36,Italy,Centre-Back,€4.00m
Squad Inter Milan,32,Federico Dimarco,26,Italy,Left-Back,€50.00m
Squad Inter Milan,36,Matteo Darmian,34,Italy,Right-Back,€4.00m
Squad Inter Milan,20,Hakan Çalhanoğlu,30,Türkiye,Defensive Midfield,€40.00m
Squad Inter Milan,21,Kristjan Asllani,22,Albania,Defensive Midfield,€16.00m
Squad Inter Milan,23,Nicolò Barella,27,Italy,Central Midfield,€75.00m
Squad Inter Milan,16,Davide Frattesi,24,Italy,Central Midfield,€30.00m
Squad Inter Milan,22,Henrikh Mkhitaryan,35,Armenia,Central Midfield,€6.00m
Squad Inter Milan,14,Davy Klaassen,31,Netherlands,Central Midfield,€5.00m
Squad Inter Milan,5,Stefano Sensi,28,Italy,Central Midfield,€4.00m
Squad Inter Milan,2,Denzel Dumfries,27,Netherlands,Right Midfield,€27.00m
Squad Inter Milan,17,Tajon Buchanan,25,Canada,Right Midfield,€8.00m
Squad Inter Milan,7,Juan Cuadrado,35,Colombia,Right Midfield,€1.50m
Squad Inter Milan,30,Carlos Augusto,25,Brazil,Left Midfield,€20.00m
Squad Inter Milan,10,Lautaro Martínez,26,Argentina,Centre-Forward,€110.00m
Squad Inter Milan,9,Marcus Thuram,26,France,Centre-Forward,€60.00m
Squad Inter Milan,8,Marko Arnautovic,34,Austria,Centre-Forward,€5.00m
Squad Inter Milan,70,Alexis Sánchez,35,Chile,Centre-Forward,€2.50m
Squad AC Milan,16,Mike Maignan,28,France,Goalkeeper,€40.00m
Squad AC Milan,57,Marco Sportiello,31,Italy,Goalkeeper,€1.50m
Squad AC Milan,69,Lapo Nava,20,Italy,Goalkeeper,€150k
Squad AC Milan,83,Antonio Mirante,40,Italy,Goalkeeper,€100k
Squad AC Milan,23,Fikayo Tomori,26,England,Centre-Back,€40.00m
Squad AC Milan,28,Malick Thiaw,22,Germany,Centre-Back,€30.00m
Squad AC Milan,20,Pierre Kalulu,23,France,Centre-Back,€25.00m
Squad AC Milan,46,Matteo Gabbia,24,Italy,Centre-Back,€6.00m
Squad AC Milan,24,Simon Kjaer,35,Denmark,Centre-Back,€2.00m
Squad AC Milan,30,Mattia Caldara,29,Italy,Centre-Back,€1.20m
Squad AC Milan,19,Theo Hernández,26,France,Left-Back,€60.00m
Squad AC Milan,2,Davide Calabria,27,Italy,Right-Back,€15.00m
Squad AC Milan,38,Filippo Terracciano,21,Italy,Right-Back,€4.50m
Squad AC Milan,42,Alessandro Florenzi,33,Italy,Right-Back,€2.00m
Squad AC Milan,4,Ismaël Bennacer,26,Algeria,Defensive Midfield,€35.00m
Squad AC Milan,7,Yacine Adli,23,France,Defensive Midfield,€15.00m
Squad AC Milan,8,Ruben Loftus-Cheek,28,England,Central Midfield,€25.00m
Squad AC Milan,14,Tijjani Reijnders,25,Netherlands,Central Midfield,€23.00m
Squad AC Milan,80,Yunus Musah,21,United States,Central Midfield,€23.00m
Squad AC Milan,32,Tommaso Pobega,24,Italy,Central Midfield,€12.00m
Squad AC Milan,10,Rafael Leão,24,Portugal,Left Winger,€90.00m
Squad AC Milan,11,Christian Pulisic,25,United States,Right Winger,€32.00m
Squad AC Milan,21,Samuel Chukwueze,24,Nigeria,Right Winger,€20.00m
Squad AC Milan,17,Noah Okafor,23,Switzerland,Centre-Forward,€20.00m
Squad AC Milan,15,Luka Jović,26,Serbia,Centre-Forward,€7.00m
Squad AC Milan,9,Olivier Giroud,37,France,Centre-Forward,€4.00m
Squad SSC Napoli,1,Alex Meret,27,Italy,Goalkeeper,€15.00m
Squad SSC Napoli,95,Pierluigi Gollini,29,Italy,Goalkeeper,€4.50m
Squad SSC Napoli,14,Nikita Contini,27,Italy,Goalkeeper,€500k
Squad SSC Napoli,16,Hubert Idasiak,22,Poland,Goalkeeper,€150k
Squad SSC Napoli,13,Amir Rrahmani,30,Kosovo,Centre-Back,€20.00m
Squad SSC Napoli,3,Natan,23,Brazil,Centre-Back,€13.00m
Squad SSC Napoli,55,Leo Østigård,24,Norway,Centre-Back,€8.00m
Squad SSC Napoli,5,Juan Jesus,32,Brazil,Centre-Back,€3.00m
Squad SSC Napoli,17,Mathías Olivera,26,Uruguay,Left-Back,€17.00m
Squad SSC Napoli,6,Mário Rui,32,Portugal,Left-Back,€4.00m
Squad SSC Napoli,22,Giovanni Di Lorenzo,30,Italy,Right-Back,€18.00m
Squad SSC Napoli,30,Pasquale Mazzocchi,28,Italy,Right-Back,€4.00m
Squad SSC Napoli,68,Stanislav Lobotka,29,Slovakia,Defensive Midfield,€30.00m
Squad SSC Napoli,32,Leander Dendoncker,29,Belgium,Defensive Midfield,€9.00m
Squad SSC Napoli,4,Diego Demme,32,Germany,Defensive Midfield,€1.00m
Squad SSC Napoli,99,Frank Anguissa,28,Cameroon,Central Midfield,€30.00m
Squad SSC Napoli,20,Piotr Zieliński,29,Poland,Central Midfield,€25.00m
Squad SSC Napoli,24,Jens Cajuste,24,Sweden,Central Midfield,€10.00m
Squad SSC Napoli,29,Jesper Lindstrøm,24,Denmark,Attacking Midfield,€25.00m
Squad SSC Napoli,8,Hamed Junior Traorè,24,Cote d'Ivoire,Attacking Midfield,€18.00m
Squad SSC Napoli,77,Khvicha Kvaratskhelia,23,Georgia,Left Winger,€80.00m
Squad SSC Napoli,21,Matteo Politano,30,Italy,Right Winger,€15.00m
Squad SSC Napoli,26,Cyril Ngonge,23,Belgium,Right Winger,€12.00m
Squad SSC Napoli,81,Giacomo Raspadori,24,Italy,Second Striker,€28.00m
Squad SSC Napoli,9,Victor Osimhen,25,Nigeria,Centre-Forward,€110.00m
Squad SSC Napoli,18,Giovanni Simeone,28,Argentina,Centre-Forward,€13.00m
Squad Juventus FC,1,Wojciech Szczęsny,33,Poland,Goalkeeper,€8.00m
Squad Juventus FC,36,Mattia Perin,31,Italy,Goalkeeper,€3.00m
Squad Juventus FC,23,Carlo Pinsoglio,34,Italy,Goalkeeper,€200k
Squad Juventus FC,3,Bremer,27,Brazil,Centre-Back,€60.00m
Squad Juventus FC,4,Federico Gatti,25,Italy,Centre-Back,€18.00m
Squad Juventus FC,33,Tiago Djaló,24,Portugal,Centre-Back,€15.00m
Squad Juventus FC,6,Danilo,32,Brazil,Centre-Back,€12.00m
Squad Juventus FC,24,Daniele Rugani,29,Italy,Centre-Back,€4.00m
Squad Juventus FC,27,Andrea Cambiaso,24,Italy,Left-Back,€25.00m
Squad Juventus FC,12,Alex Sandro,33,Brazil,Left-Back,€2.00m
Squad Juventus FC,2,Mattia De Sciglio,31,Italy,Right-Back,€2.00m
Squad Juventus FC,5,Manuel Locatelli,26,Italy,Defensive Midfield,€33.00m
Squad Juventus FC,25,Adrien Rabiot,29,France,Central Midfield,€40.00m
Squad Juventus FC,16,Weston McKennie,25,United States,Central Midfield,€25.00m
Squad Juventus FC,20,Fabio Miretti,20,Italy,Central Midfield,€15.00m
Squad Juventus FC,21,Nicolò Fagioli,23,Italy,Central Midfield,€15.00m
Squad Juventus FC,26,Carlos Alcaraz,21,Argentina,Central Midfield,€15.00m
Squad Juventus FC,41,Hans Nicolussi Caviglia,23,Italy,Central Midfield,€3.00m
Squad Juventus FC,10,Paul Pogba,31,France,Central Midfield,-
Squad Juventus FC,22,Timothy Weah,24,United States,Right Midfield,€14.00m
Squad Juventus FC,11,Filip Kostić,31,Serbia,Left Midfield,€9.00m
Squad Juventus FC,7,Federico Chiesa,26,Italy,Left Winger,€40.00m
Squad Juventus FC,17,Samuel Iling-Junior,20,England,Left Winger,€12.00m
Squad Juventus FC,15,Kenan Yıldız,18,Türkiye,Second Striker,€30.00m
Squad Juventus FC,9,Dušan Vlahović,24,Serbia,Centre-Forward,€65.00m
Squad Juventus FC,18,Moise Kean,24,Italy,Centre-Forward,€18.00m
Squad Juventus FC,14,Arkadiusz Milik,30,Poland,Centre-Forward,€7.00m
Squad Atalanta BC,29,Marco Carnesecchi,23,Italy,Goalkeeper,€15.00m
Squad Atalanta BC,1,Juan Musso,29,Argentina,Goalkeeper,€6.50m
Squad Atalanta BC,31,Francesco Rossi,32,Italy,Goalkeeper,€100k
Squad Atalanta BC,42,Giorgio Scalvini,20,Italy,Centre-Back,€45.00m
Squad Atalanta BC,19,Berat Djimsiti,31,Albania,Centre-Back,€10.00m
Squad Atalanta BC,4,Isak Hien,25,Sweden,Centre-Back,€9.00m
Squad Atalanta BC,23,Sead Kolasinac,30,Bosnia-Herzegovina,Centre-Back,€8.00m
Squad Atalanta BC,2,Rafael Tolói,33,Italy,Centre-Back,€4.00m
Squad Atalanta BC,6,José Luis Palomino,34,Argentina,Centre-Back,€1.00m
Squad Atalanta BC,43,Giovanni Bonfanti,21,Italy,Centre-Back,€1.00m
Squad Atalanta BC,15,Marten de Roon,33,Netherlands,Defensive Midfield,€8.00m
Squad Atalanta BC,13,Éderson,24,Brazil,Central Midfield,€30.00m
Squad Atalanta BC,8,Mario Pasalic,29,Croatia,Central Midfield,€13.00m
Squad Atalanta BC,25,Michel Adopo,23,France,Central Midfield,€1.00m
Squad Atalanta BC,3,Emil Holm,23,Sweden,Right Midfield,€12.00m
Squad Atalanta BC,77,Davide Zappacosta,31,Italy,Right Midfield,€6.00m
Squad Atalanta BC,33,Hans Hateboer,30,Netherlands,Right Midfield,€4.00m
Squad Atalanta BC,22,Matteo Ruggeri,21,Italy,Left Midfield,€15.00m
Squad Atalanta BC,20,Mitchel Bakker,23,Netherlands,Left Midfield,€7.00m
Squad Atalanta BC,7,Teun Koopmeiners,26,Netherlands,Attacking Midfield,€40.00m
Squad Atalanta BC,17,Charles De Ketelaere,23,Belgium,Attacking Midfield,€30.00m
Squad Atalanta BC,59,Aleksey Miranchuk,28,Russia,Attacking Midfield,€9.00m
Squad Atalanta BC,11,Ademola Lookman,26,Nigeria,Second Striker,€30.00m
Squad Atalanta BC,90,Gianluca Scamacca,25,Italy,Centre-Forward,€25.00m
Squad Atalanta BC,10,El Bilal Touré,22,Mali,Centre-Forward,€20.00m
Squad AS Roma,99,Mile Svilar,24,Serbia,Goalkeeper,€4.00m
Squad AS Roma,1,Rui Patrício,36,Portugal,Goalkeeper,€2.00m
Squad AS Roma,63,Pietro Boer,21,Italy,Goalkeeper,€150k
Squad AS Roma,5,Evan Ndicka,24,Cote d'Ivoire,Centre-Back,€24.00m
Squad AS Roma,23,Gianluca Mancini,28,Italy,Centre-Back,€20.00m
Squad AS Roma,3,Dean Huijsen,19,Spain,Centre-Back,€10.00m
Squad AS Roma,14,Diego Llorente,30,Spain,Centre-Back,€8.00m
Squad AS Roma,6,Chris Smalling,34,England,Centre-Back,€3.50m
Squad AS Roma,69,Angeliño,27,Spain,Left-Back,€8.00m
Squad AS Roma,37,Leonardo Spinazzola,31,Italy,Left-Back,€4.00m
Squad AS Roma,43,Rasmus Kristensen,26,Denmark,Right-Back,€10.00m
Squad AS Roma,2,Rick Karsdorp,29,Netherlands,Right-Back,€7.00m
Squad AS Roma,19,Zeki Çelik,27,Türkiye,Right-Back,€6.00m
Squad AS Roma,4,Bryan Cristante,29,Italy,Defensive Midfield,€20.00m
Squad AS Roma,16,Leandro Paredes,29,Argentina,Defensive Midfield,€8.00m
Squad AS Roma,52,Edoardo Bove,21,Italy,Central Midfield,€15.00m
Squad AS Roma,22,Houssem Aouar,25,Algeria,Central Midfield,€13.00m
Squad AS Roma,20,Renato Sanches,26,Portugal,Central Midfield,€8.00m
Squad AS Roma,59,Nicola Zalewski,22,Poland,Left Midfield,€12.00m
Squad AS Roma,7,Lorenzo Pellegrini,27,Italy,Attacking Midfield,€25.00m
Squad AS Roma,35,Tommaso Baldanzi,21,Italy,Attacking Midfield,€15.00m
Squad AS Roma,92,Stephan El Shaarawy,31,Italy,Left Winger,€5.00m
Squad AS Roma,21,Paulo Dybala,30,Argentina,Second Striker,€25.00m
Squad AS Roma,9,Tammy Abraham,26,England,Centre-Forward,€35.00m
Squad AS Roma,90,Romelu Lukaku,30,Belgium,Centre-Forward,€30.00m
Squad AS Roma,17,Sardar Azmoun,29,Iran,Centre-Forward,€10.00m
Squad Bologna FC 1909,28,Lukasz Skorupski,32,Poland,Goalkeeper,€3.50m
Squad Bologna FC 1909,34,Federico Ravaglia,24,Italy,Goalkeeper,€450k
Squad Bologna FC 1909,23,Nicola Bagnolini,20,Italy,Goalkeeper,€200k
Squad Bologna FC 1909,33,Riccardo Calafiori,21,Italy,Centre-Back,€25.00m
Squad Bologna FC 1909,31,Sam Beukema,25,Netherlands,Centre-Back,€15.00m
Squad Bologna FC 1909,26,Jhon Lucumí,25,Colombia,Centre-Back,€11.00m
Squad Bologna FC 1909,4,Mihajlo Ilić,20,Serbia,Centre-Back,€4.00m
Squad Bologna FC 1909,5,Adama Soumaoro,31,France,Centre-Back,€3.00m
Squad Bologna FC 1909,15,Victor Kristiansen,21,Denmark,Left-Back,€15.00m
Squad Bologna FC 1909,16,Tommaso Corazza,19,Italy,Left-Back,€1.00m
Squad Bologna FC 1909,22,Charalampos Lykogiannis,30,Greece,Left-Back,€1.00m
Squad Bologna FC 1909,3,Stefan Posch,26,Austria,Right-Back,€14.00m
Squad Bologna FC 1909,29,Lorenzo De Silvestri,35,Italy,Right-Back,€400k
Squad Bologna FC 1909,6,Nikola Moro,26,Croatia,Defensive Midfield,€6.50m
Squad Bologna FC 1909,17,Oussama El Azzouzi,22,Morocco,Defensive Midfield,€2.00m
Squad Bologna FC 1909,80,Giovanni Fabbian,21,Italy,Central Midfield,€12.00m
Squad Bologna FC 1909,8,Remo Freuler,32,Switzerland,Central Midfield,€6.50m
Squad Bologna FC 1909,20,Michel Aebischer,27,Switzerland,Central Midfield,€6.00m
Squad Bologna FC 1909,82,Kacper Urbanski,19,Poland,Central Midfield,€4.00m
Squad Bologna FC 1909,19,Lewis Ferguson,24,Scotland,Attacking Midfield,€24.00m
Squad Bologna FC 1909,10,Jesper Karlsson,25,Sweden,Left Winger,€10.00m
Squad Bologna FC 1909,7,Riccardo Orsolini,27,Italy,Right Winger,€14.00m
Squad Bologna FC 1909,11,Dan Ndoye,23,Switzerland,Right Winger,€10.00m
Squad Bologna FC 1909,56,Alexis Saelemaekers,24,Belgium,Right Winger,€10.00m
Squad Bologna FC 1909,21,Jens Odgaard,25,Denmark,Right Winger,€4.00m
Squad Bologna FC 1909,9,Joshua Zirkzee,22,Netherlands,Centre-Forward,€40.00m
Squad Bologna FC 1909,18,Santiago Castro,19,Argentina,Centre-Forward,€12.00m
Squad ACF Fiorentina,53,Oliver Christensen,25,Denmark,Goalkeeper,€3.80m
Squad ACF Fiorentina,1,Pietro Terracciano,34,Italy,Goalkeeper,€2.50m
Squad ACF Fiorentina,30,Tommaso Martinelli,18,Italy,Goalkeeper,€1.00m
Squad ACF Fiorentina,40,Tommaso Vannucchi,17,Italy,Goalkeeper,€400k
Squad ACF Fiorentina,4,Nikola Milenković,26,Serbia,Centre-Back,€16.00m
Squad ACF Fiorentina,28,Lucas Martínez Quarta,27,Argentina,Centre-Back,€14.00m
Squad ACF Fiorentina,16,Luca Ranieri,24,Italy,Centre-Back,€5.00m
Squad ACF Fiorentina,37,Pietro Comuzzo,19,Italy,Centre-Back,€700k
Squad ACF Fiorentina,65,Fabiano Parisi,23,Italy,Left-Back,€9.50m
Squad ACF Fiorentina,3,Cristiano Biraghi,31,Italy,Left-Back,€4.00m
Squad ACF Fiorentina,2,Dodô,25,Brazil,Right-Back,€20.00m
Squad ACF Fiorentina,33,Michael Kayode,19,Italy,Right-Back,€15.00m
Squad ACF Fiorentina,22,Davide Faraoni,32,Italy,Right-Back,€2.00m
Squad ACF Fiorentina,6,Arthur Melo,27,Brazil,Defensive Midfield,€15.00m
Squad ACF Fiorentina,8,Maxime López,26,France,Defensive Midfield,€9.00m
Squad ACF Fiorentina,38,Rolando Mandragora,26,Italy,Defensive Midfield,€8.50m
Squad ACF Fiorentina,17,Gaetano Castrovilli,27,Italy,Central Midfield,€8.00m
Squad ACF Fiorentina,32,Alfred Duncan,31,Ghana,Central Midfield,€4.50m
Squad ACF Fiorentina,5,Giacomo Bonaventura,34,Italy,Central Midfield,€3.00m
Squad ACF Fiorentina,19,Gino Infantino,20,Argentina,Central Midfield,€3.00m
Squad ACF Fiorentina,72,Antonín Barák,29,Czech Republic,Attacking Midfield,€5.00m
Squad ACF Fiorentina,99,Christian Kouamé,26,Cote d'Ivoire,Left Winger,€9.00m
Squad ACF Fiorentina,7,Riccardo Sottil,24,Italy,Left Winger,€6.50m
Squad ACF Fiorentina,10,Nicolás González,26,Argentina,Right Winger,€40.00m
Squad ACF Fiorentina,11,Jonathan Ikoné,25,France,Right Winger,€13.00m
Squad ACF Fiorentina,9,Lucas Beltrán,23,Argentina,Centre-Forward,€16.00m
Squad ACF Fiorentina,18,M'Bala Nzola,27,Angola,Centre-Forward,€8.00m
Squad ACF Fiorentina,20,Andrea Belotti,30,Italy,Centre-Forward,€6.00m
Squad SS Lazio,94,Ivan Provedel,30,Italy,Goalkeeper,€14.00m
Squad SS Lazio,35,Christos Mandas,22,Greece,Goalkeeper,€1.00m
Squad SS Lazio,33,Luigi Sepe,32,Italy,Goalkeeper,€900k
Squad SS Lazio,13,Alessio Romagnoli,29,Italy,Centre-Back,€15.00m
Squad SS Lazio,15,Nicolò Casale,26,Italy,Centre-Back,€14.00m
Squad SS Lazio,34,Mario Gila,23,Spain,Centre-Back,€8.00m
Squad SS Lazio,4,Patric,31,Spain,Centre-Back,€4.00m
Squad SS Lazio,3,Luca Pellegrini,25,Italy,Left-Back,€4.00m
Squad SS Lazio,77,Adam Marusic,31,Montenegro,Right-Back,€5.00m
Squad SS Lazio,23,Elseid Hysaj,30,Albania,Right-Back,€3.00m
Squad SS Lazio,65,Nicolò Rovella,22,Italy,Defensive Midfield,€18.00m
Squad SS Lazio,32,Danilo Cataldi,29,Italy,Defensive Midfield,€8.00m
Squad SS Lazio,8,Mattéo Guendouzi,25,France,Central Midfield,€25.00m
Squad SS Lazio,10,Luis Alberto,31,Spain,Central Midfield,€14.00m
Squad SS Lazio,5,Matías Vecino,32,Uruguay,Central Midfield,€3.00m
Squad SS Lazio,29,Manuel Lazzari,30,Italy,Right Midfield,€5.00m
Squad SS Lazio,6,Daichi Kamada,27,Japan,Attacking Midfield,€15.00m
Squad SS Lazio,28,André Anderson,24,Italy,Attacking Midfield,€800k
Squad SS Lazio,20,Mattia Zaccagni,28,Italy,Left Winger,€22.00m
Squad SS Lazio,22,Diego González,21,Paraguay,Left Winger,€1.50m
Squad SS Lazio,70,Saná Fernandes,18,Portugal,Left Winger,€800k
Squad SS Lazio,18,Gustav Isaksen,22,Denmark,Right Winger,€12.00m
Squad SS Lazio,7,Felipe Anderson,31,Brazil,Right Winger,€10.00m
Squad SS Lazio,9,Pedro,36,Spain,Right Winger,€1.50m
Squad SS Lazio,87,Cristiano Lombardi,28,Italy,Right Winger,€125k
Squad SS Lazio,19,Taty Castellanos,25,Argentina,Centre-Forward,€15.00m
Squad SS Lazio,17,Ciro Immobile,34,Italy,Centre-Forward,€7.00m
Squad Torino FC,32,Vanja Milinković-Savić,27,Serbia,Goalkeeper,€5.00m
Squad Torino FC,71,Mihai Popa,23,Romania,Goalkeeper,€800k
Squad Torino FC,1,Luca Gemello,23,Italy,Goalkeeper,€300k
Squad Torino FC,65,Pietro Passador,21,Italy,Goalkeeper,€100k
Squad Torino FC,4,Alessandro Buongiorno,24,Italy,Centre-Back,€30.00m
Squad Torino FC,3,Perr Schuurs,24,Netherlands,Centre-Back,€25.00m
Squad Torino FC,6,Matteo Lovato,24,Italy,Centre-Back,€4.50m
Squad Torino FC,13,Ricardo Rodríguez,31,Switzerland,Centre-Back,€3.50m
Squad Torino FC,15,Saba Sazonov,22,Georgia,Centre-Back,€3.00m
Squad Torino FC,26,Koffi Djidji,31,Cote d'Ivoire,Centre-Back,€2.50m
Squad Torino FC,5,Adam Masina,30,Morocco,Left-Back,€1.50m
Squad Torino FC,28,Samuele Ricci,22,Italy,Defensive Midfield,€20.00m
Squad Torino FC,61,Adrien Tamèze,30,Cameroon,Defensive Midfield,€6.00m
Squad Torino FC,8,Ivan Ilić,23,Serbia,Central Midfield,€18.00m
Squad Torino FC,77,Karol Linetty,29,Poland,Central Midfield,€3.50m
Squad Torino FC,66,Gvidas Gineitis,20,Lithuania,Central Midfield,€2.00m
Squad Torino FC,19,Raoul Bellanova,23,Italy,Right Midfield,€10.00m
Squad Torino FC,20,Valentino Lazaro,28,Austria,Left Midfield,€4.50m
Squad Torino FC,27,Mërgim Vojvoda,29,Kosovo,Left Midfield,€3.50m
Squad Torino FC,16,Nikola Vlašić,26,Croatia,Attacking Midfield,€13.00m
Squad Torino FC,17,Uros Kabic,20,Serbia,Right Winger,€1.00m
Squad Torino FC,9,Antonio Sanabria,28,Paraguay,Centre-Forward,€9.50m
Squad Torino FC,91,Duván Zapata,33,Colombia,Centre-Forward,€8.00m
Squad Torino FC,11,Pietro Pellegri,23,Italy,Centre-Forward,€3.50m
Squad Torino FC,21,David Okereke,26,Nigeria,Centre-Forward,€2.70m
Squad US Sassuolo,28,Alessio Cragno,29,Italy,Goalkeeper,€2.50m
Squad US Sassuolo,47,Andrea Consigli,37,Italy,Goalkeeper,€1.00m
Squad US Sassuolo,25,Gianluca Pegolo,43,Italy,Goalkeeper,€100k
Squad US Sassuolo,19,Marash Kumbulla,24,Albania,Centre-Back,€7.50m
Squad US Sassuolo,21,Mattia Viti,22,Italy,Centre-Back,€6.00m
Squad US Sassuolo,5,Martin Erlić,26,Croatia,Centre-Back,€4.00m
Squad US Sassuolo,44,Ruan Tressoldi,24,Brazil,Centre-Back,€3.00m
Squad US Sassuolo,13,Gian Marco Ferrari,31,Italy,Centre-Back,€1.60m
Squad US Sassuolo,43,Josh Doig,21,Scotland,Left-Back,€7.00m
Squad US Sassuolo,3,Marcus Pedersen,23,Norway,Right-Back,€6.50m
Squad US Sassuolo,22,Jeremy Toljan,29,Germany,Right-Back,€4.50m
Squad US Sassuolo,2,Filippo Missori,20,Italy,Right-Back,€1.50m
Squad US Sassuolo,24,Daniel Boloca,25,Italy,Defensive Midfield,€10.00m
Squad US Sassuolo,35,Luca Lipani,18,Italy,Defensive Midfield,€4.00m
Squad US Sassuolo,6,Uroš Račić,26,Serbia,Defensive Midfield,€3.00m
Squad US Sassuolo,7,Matheus Henrique,26,Brazil,Central Midfield,€12.00m
Squad US Sassuolo,14,Pedro Obiang,32,Equatorial Guinea,Central Midfield,€500k
Squad US Sassuolo,42,Kristian Thorstvedt,25,Norway,Attacking Midfield,€7.50m
Squad US Sassuolo,11,Nedim Bajrami,25,Albania,Attacking Midfield,€6.00m
Squad US Sassuolo,23,Cristian Volpato,20,Italy,Attacking Midfield,€5.00m
Squad US Sassuolo,45,Armand Laurienté,25,France,Left Winger,€12.00m
Squad US Sassuolo,15,Emil Konradsen Ceide,22,Norway,Left Winger,€2.20m
Squad US Sassuolo,10,Domenico Berardi,29,Italy,Right Winger,€12.00m
Squad US Sassuolo,20,Samu Castillejo,29,Spain,Right Winger,€1.00m
Squad US Sassuolo,9,Andrea Pinamonti,24,Italy,Centre-Forward,€15.00m
Squad US Sassuolo,8,Samuele Mulattieri,23,Italy,Centre-Forward,€4.50m
Squad US Sassuolo,92,Grégoire Defrel,32,France,Centre-Forward,€1.00m
Squad Genoa CFC,1,Josep Martínez,25,Spain,Goalkeeper,€6.00m
Squad Genoa CFC,16,Nicola Leali,31,Italy,Goalkeeper,€900k
Squad Genoa CFC,99,Franz Stolz,23,Austria,Goalkeeper,€200k
Squad Genoa CFC,39,Daniele Sommariva,26,Italy,Goalkeeper,€100k
Squad Genoa CFC,38,Simone Calvani,18,Italy,Goalkeeper,€50k
Squad Genoa CFC,4,Koni De Winter,21,Belgium,Centre-Back,€10.00m
Squad Genoa CFC,22,Johan Vásquez,25,Mexico,Centre-Back,€6.00m
Squad Genoa CFC,33,Alan Matturro,19,Uruguay,Centre-Back,€4.00m
Squad Genoa CFC,23,Giorgio Cittadini,21,Italy,Centre-Back,€3.00m
Squad Genoa CFC,13,Mattia Bani,30,Italy,Centre-Back,€2.00m
Squad Genoa CFC,14,Alessandro Vogliacco,25,Italy,Centre-Back,€2.00m
Squad Genoa CFC,3,Aarón Martín,26,Spain,Left-Back,€5.00m
Squad Genoa CFC,55,Ridgeciano Haps,30,Suriname,Left-Back,€1.00m
Squad Genoa CFC,90,Djed Spence,23,England,Right-Back,€8.00m
Squad Genoa CFC,20,Stefano Sabelli,31,Italy,Right-Back,€1.50m
Squad Genoa CFC,5,Emil Bohinen,25,Norway,Defensive Midfield,€2.00m
Squad Genoa CFC,47,Milan Badelj,35,Croatia,Defensive Midfield,€800k
Squad Genoa CFC,32,Morten Frendrup,23,Denmark,Central Midfield,€10.00m
Squad Genoa CFC,2,Morten Thorsby,27,Norway,Central Midfield,€3.20m
Squad Genoa CFC,8,Kevin Strootman,34,Netherlands,Central Midfield,€1.00m
Squad Genoa CFC,17,Ruslan Malinovskyi,30,Ukraine,Attacking Midfield,€10.00m
Squad Genoa CFC,10,Junior Messias,32,Brazil,Right Winger,€3.00m
Squad Genoa CFC,11,Albert Gudmundsson,26,Iceland,Second Striker,€22.00m
Squad Genoa CFC,19,Mateo Retegui,24,Italy,Centre-Forward,€16.00m
Squad Genoa CFC,9,Vitinha,24,Portugal,Centre-Forward,€15.00m
Squad Genoa CFC,30,David Ankeye,21,Nigeria,Centre-Forward,€2.00m
Squad Genoa CFC,18,Caleb Ekuban,30,Ghana,Centre-Forward,€1.00m
Squad Udinese Calcio,40,Maduka Okoye,24,Nigeria,Goalkeeper,€3.00m
Squad Udinese Calcio,1,Marco Silvestri,33,Italy,Goalkeeper,€2.00m
Squad Udinese Calcio,93,Daniele Padelli,38,Italy,Goalkeeper,€200k
Squad Udinese Calcio,18,Nehuén Pérez,23,Argentina,Centre-Back,€12.00m
Squad Udinese Calcio,29,Jaka Bijol,25,Slovenia,Centre-Back,€10.00m
Squad Udinese Calcio,31,Thomas Kristensen,22,Denmark,Centre-Back,€4.50m
Squad Udinese Calcio,30,Lautaro Giannetti,30,Argentina,Centre-Back,€2.80m
Squad Udinese Calcio,23,Enzo Ebosse,25,Cameroon,Centre-Back,€2.50m
Squad Udinese Calcio,13,João Ferreira,23,Portugal,Centre-Back,€2.00m
Squad Udinese Calcio,27,Christian Kabasele,33,Belgium,Centre-Back,€1.50m
Squad Udinese Calcio,16,Antonio Tikvić,19,Croatia,Centre-Back,€700k
Squad Udinese Calcio,14,James Abankwah,20,Ireland,Centre-Back,€300k
Squad Udinese Calcio,33,Jordan Zemura,24,Zimbabwe,Left-Back,€6.00m
Squad Udinese Calcio,12,Hassane Kamara,30,Cote d'Ivoire,Left-Back,€5.00m
Squad Udinese Calcio,19,Kingsley Ehizibue,28,Netherlands,Right-Back,€2.50m
Squad Udinese Calcio,11,Walace,29,Brazil,Defensive Midfield,€7.00m
Squad Udinese Calcio,24,Lazar Samardžić,22,Serbia,Central Midfield,€20.00m
Squad Udinese Calcio,4,Sandi Lovric,26,Slovenia,Central Midfield,€9.00m
