team name,num,name,age,nationality,position,market value
Squad SD Eibar,10,Ager Aketxe,30,Spain,Attacking Midfield,€1.80m
Squad SD Eibar,30,Mario Soriano,21,Spain,Attacking Midfield,€1.50m
Squad SD Eibar,19,Stoichkov,30,Spain,Left Winger,€4.00m
Squad SD Eibar,27,Konrad de la Fuente,22,United States,Left Winger,€800k
Squad SD Eibar,17,José Corpas,32,Spain,Right Winger,€2.20m
Squad SD Eibar,18,Jon Bautista,28,Spain,Centre-Forward,€1.40m
Squad SD Eibar,11,Sergio León,35,Spain,Centre-Forward,€1.00m
Squad SD Eibar,7,Quique González,33,Spain,Centre-Forward,€600k
Squad SD Eibar,9,Yacine Qasmi,33,Morocco,Centre-Forward,€500k
Squad Levante UD,1,Joan Femenías,27,Spain,Goalkeeper,€600k
Squad Levante UD,13,Andrés Fernández,37,Spain,Goalkeeper,€500k
Squad Levante UD,3,Álex Muñoz,29,Spain,Centre-Back,€1.20m
Squad Levante UD,14,Nikola Maras,28,Serbia,Centre-Back,€1.20m
Squad Levante UD,4,Adrián de la Fuente,25,Spain,Centre-Back,€1.00m
Squad Levante UD,15,Sergio Postigo,35,Spain,Centre-Back,€500k
Squad Levante UD,5,Álex Valle,19,Spain,Left-Back,€2.50m
Squad Levante UD,29,Marcos Navarro,19,Spain,Left-Back,€100k
Squad Levante UD,2,Ander Capa,32,Spain,Right-Back,€1.00m
Squad Levante UD,31,Xavi Grande,19,Spain,Right-Back,€200k
Squad Levante UD,20,Oriol Rey,26,Spain,Defensive Midfield,€1.60m
Squad Levante UD,23,Ángel Algobia,24,Spain,Defensive Midfield,€800k
Squad Levante UD,10,Pablo Martínez,26,Spain,Central Midfield,€1.40m
Squad Levante UD,21,Sergio Lozano,25,Spain,Central Midfield,€1.40m
Squad Levante UD,6,Giorgi Kochorashvili,24,Georgia,Central Midfield,€1.00m
Squad Levante UD,16,Álex Blesa,22,Spain,Central Midfield,€300k
Squad Levante UD,17,Óscar Clemente,25,Spain,Attacking Midfield,€800k
Squad Levante UD,37,Carlos Álvarez,20,Spain,Attacking Midfield,€800k
Squad Levante UD,11,Alejandro Cantero,23,Spain,Left Winger,€1.40m
Squad Levante UD,7,Roger Brugué,27,Spain,Right Winger,€800k
Squad Levante UD,19,Rober Ibáñez,31,Spain,Right Winger,€500k
Squad Levante UD,30,Andrés García,21,Spain,Right Winger,€400k
Squad Levante UD,22,Mohamed Bouldini,28,Morocco,Centre-Forward,€2.50m
Squad Levante UD,9,Dani Gómez,25,Spain,Centre-Forward,€1.20m
Squad Levante UD,12,Fabrício,23,Brazil,Centre-Forward,€800k
Squad Levante UD,18,Iván Romero,23,Spain,Centre-Forward,€800k
Squad CD Leganés,13,Diego Conde,25,Spain,Goalkeeper,€1.60m
Squad CD Leganés,1,Dani Jiménez,34,Spain,Goalkeeper,€400k
Squad CD Leganés,6,Sergio González,31,Spain,Centre-Back,€1.80m
Squad CD Leganés,3,Jorge Sáenz,27,Spain,Centre-Back,€1.20m
Squad CD Leganés,22,Aritz Arambarri,26,Spain,Centre-Back,€500k
Squad CD Leganés,5,Borja López,30,Spain,Centre-Back,€200k
Squad CD Leganés,15,Enric Franquesa,27,Spain,Left-Back,€1.20m
Squad CD Leganés,4,Diyaeddine Abzi,25,Canada,Left-Back,€300k
Squad CD Leganés,21,Jorge Miramón,34,Spain,Right-Back,€1.20m
Squad CD Leganés,2,Allan Nyom,35,Cameroon,Right-Back,€800k
Squad CD Leganés,17,Yvan Neyou,27,Cameroon,Defensive Midfield,€1.60m
Squad CD Leganés,24,Julián Chicco,26,Argentina,Defensive Midfield,€1.00m
Squad CD Leganés,8,Luis Perea,26,Spain,Defensive Midfield,€600k
Squad CD Leganés,14,Darko Brasanac,32,Serbia,Central Midfield,€1.50m
Squad CD Leganés,32,Seydouba Cissé,23,Guinea,Central Midfield,€1.20m
Squad CD Leganés,20,Iker Undabarrena,28,Spain,Central Midfield,€700k
Squad CD Leganés,23,Näis Djouahra,24,France,Left Winger,€800k
Squad CD Leganés,28,Óscar Ureña,20,Dominican Republic,Left Winger,€400k
Squad CD Leganés,10,Dani Raba,28,Spain,Right Winger,€2.00m
Squad CD Leganés,11,Juan Cruz,23,Spain,Right Winger,€1.00m
Squad CD Leganés,7,Francisco Portillo,33,Spain,Right Winger,€800k
Squad CD Leganés,9,Miguel de la Fuente,24,Spain,Centre-Forward,€2.40m
Squad CD Leganés,19,Diego García,23,Spain,Centre-Forward,€1.50m
Squad Racing Santander,13,Jokin Ezkieta,27,Spain,Goalkeeper,€1.20m
Squad Racing Santander,1,Miquel Parera,27,Spain,Goalkeeper,€700k
Squad Racing Santander,18,Manu Hernando,25,Spain,Centre-Back,€900k
Squad Racing Santander,2,Álvaro Mantilla,23,Spain,Centre-Back,€800k
Squad Racing Santander,15,Rubén Alves,29,Spain,Centre-Back,€800k
Squad Racing Santander,4,Pol Moreno,29,Spain,Centre-Back,€500k
Squad Racing Santander,5,Germán Sánchez,37,Spain,Centre-Back,€200k
Squad Racing Santander,22,Juan Gutiérrez,24,Spain,Centre-Back,€200k
Squad Racing Santander,3,Saúl García,29,Spain,Left-Back,€500k
Squad Racing Santander,40,Mario García,20,Spain,Left-Back,€500k
Squad Racing Santander,23,Dani Fernández,26,Spain,Right-Back,€600k
Squad Racing Santander,21,Aritz Aldasoro,24,Spain,Central Midfield,€1.20m
Squad Racing Santander,6,Íñigo Sainz-Maza,25,Spain,Central Midfield,€1.00m
Squad Racing Santander,16,Iván Morante,23,Spain,Central Midfield,€500k
Squad Racing Santander,19,Clément Grenier,33,France,Central Midfield,€500k
Squad Racing Santander,10,Iñigo Vicente,26,Spain,Left Winger,€2.50m
Squad Racing Santander,20,Lago Júnior,33,Cote d'Ivoire,Left Winger,€600k
Squad Racing Santander,8,Jordi Mboula,25,Spain,Right Winger,€1.20m
Squad Racing Santander,7,Marco Sangalli,32,Spain,Right Winger,€500k
Squad Racing Santander,29,Jeremy Arévalo,19,Spain,Right Winger,€200k
Squad Racing Santander,17,Peque Fernández,21,Spain,Second Striker,€2.50m
Squad Racing Santander,14,Ekain Zenitagoia,29,Spain,Second Striker,€500k
Squad Racing Santander,9,Juan Carlos Arana,24,Spain,Centre-Forward,€1.20m
Squad Racing Santander,11,Andrés Martín,24,Spain,Centre-Forward,€1.00m
Squad Racing Santander,12,Roko Baturina,23,Croatia,Centre-Forward,€700k
Squad Villarreal CF B,1,Iker Álvarez,22,Andorra,Goalkeeper,€800k
Squad Villarreal CF B,13,Miguel Ángel Morro,23,Spain,Goalkeeper,€600k
Squad Villarreal CF B,35,Rubén Gómez,22,Spain,Goalkeeper,€100k
Squad Villarreal CF B,12,Stefan Lekovic,20,Serbia,Centre-Back,€1.50m
Squad Villarreal CF B,29,Antonio Espigares,19,Spain,Centre-Back,€500k
Squad Villarreal CF B,19,Pablo Iñiguez,30,Spain,Centre-Back,€300k
Squad Villarreal CF B,4,Hugo Pérez,21,Spain,Centre-Back,€100k
Squad Villarreal CF B,5,Abraham del Moral,22,Spain,Centre-Back,€100k
Squad Villarreal CF B,18,Carlos Romero,22,Spain,Left-Back,€1.50m
Squad Villarreal CF B,3,Dani Tasende,23,Spain,Left-Back,€700k
Squad Villarreal CF B,17,Hugo Novoa,21,Spain,Right-Back,€2.50m
Squad Villarreal CF B,2,Adrià Altimira,23,Spain,Right-Back,€2.00m
Squad Villarreal CF B,16,Lanchi,22,Spain,Right-Back,€500k
Squad Villarreal CF B,15,Marcos Sánchez,20,Spain,Right-Back,€100k
Squad Villarreal CF B,6,Alberto del Moral,23,Spain,Central Midfield,€1.00m
Squad Villarreal CF B,27,Dani Requena,20,Spain,Central Midfield,€400k
Squad Villarreal CF B,14,Aitor Gelardo,21,Spain,Central Midfield,€300k
Squad Villarreal CF B,21,Rodri Alonso,21,Spain,Central Midfield,€300k
Squad Villarreal CF B,8,Carlo García,23,Spain,Attacking Midfield,€1.00m
Squad Villarreal CF B,22,Tiago Geralnik,21,Argentina,Attacking Midfield,€200k
Squad Villarreal CF B,10,Javi Ontiveros,26,Spain,Left Winger,€1.40m
Squad Villarreal CF B,7,Diego Collado,23,Spain,Left Winger,€1.00m
Squad Villarreal CF B,23,Víctor Moreno,18,Spain,Right Winger,€100k
Squad Villarreal CF B,9,Álex Forés,23,Spain,Centre-Forward,€1.50m
Squad Villarreal CF B,11,Jorge Pascual,21,Spain,Centre-Forward,€1.00m
Squad Villarreal CF B,24,Andrés Ferrari,21,Uruguay,Centre-Forward,€1.00m
Squad Albacete Balompié,25,Tomas Vaclik,35,Czech Republic,Goalkeeper,€800k
Squad Albacete Balompié,1,Bernabé Barragán,31,Spain,Goalkeeper,€600k
Squad Albacete Balompié,13,Diego Altube,24,Spain,Goalkeeper,€600k
Squad Albacete Balompié,15,Kaiky,20,Brazil,Centre-Back,€2.50m
Squad Albacete Balompié,24,Cristian Glauder,28,Spain,Centre-Back,€800k
Squad Albacete Balompié,2,Mohamed Djetei,29,Cameroon,Centre-Back,€700k
Squad Albacete Balompié,5,Juan Antonio Ros,28,Spain,Centre-Back,€200k
Squad Albacete Balompié,3,Jonathan Silva,29,Argentina,Left-Back,€700k
Squad Albacete Balompié,17,Julio Alonso,25,Spain,Left-Back,€600k
Squad Albacete Balompié,23,Álvaro Rodríguez,29,Spain,Right-Back,€800k
Squad Albacete Balompié,22,Carlos Isaac,25,Spain,Right-Back,€400k
Squad Albacete Balompié,-,Diegui,30,Iceland,Right-Back,€200k
Squad Albacete Balompié,4,Agus Medina,29,Spain,Central Midfield,€1.00m
Squad Albacete Balompié,18,Antonio Pacheco,22,Spain,Central Midfield,€600k
Squad Albacete Balompié,19,Lander Olaetxea,31,Spain,Central Midfield,€600k
Squad Albacete Balompié,6,Rai Marchán,30,Spain,Central Midfield,€200k
Squad Albacete Balompié,8,Riki Rodríguez,26,Spain,Attacking Midfield,€900k
Squad Albacete Balompié,10,Manu Fuster,26,Spain,Left Winger,€2.00m
Squad Albacete Balompié,11,Fidel,34,Spain,Left Winger,€800k
Squad Albacete Balompié,20,Samuel Shashoua,24,England,Left Winger,€800k
Squad Albacete Balompié,7,Juanma García,31,Spain,Right Winger,€700k
Squad Albacete Balompié,16,Dani Escriche,26,Spain,Centre-Forward,€1.20m
Squad Albacete Balompié,9,Higinio Marín,30,Spain,Centre-Forward,€1.00m
Squad Albacete Balompié,21,Alberto Quiles,28,Spain,Centre-Forward,€900k
Squad Albacete Balompié,14,Pedro Benito,24,Spain,Centre-Forward,€300k
Squad FC Andorra,25,Dani Martín,25,Spain,Goalkeeper,€1.00m
Squad FC Andorra,1,Nico Ratti,30,Argentina,Goalkeeper,€400k
Squad FC Andorra,13,Oier Olazábal,34,Spain,Goalkeeper,€200k
Squad FC Andorra,3,José Marsà,22,Spain,Centre-Back,€1.00m
Squad FC Andorra,23,Diego Alende,26,Spain,Centre-Back,€600k
Squad FC Andorra,5,Adrià Vilanova,27,Spain,Centre-Back,€500k
Squad FC Andorra,4,Álex Pastor,24,Spain,Centre-Back,€300k
Squad FC Andorra,15,Diego González,24,Spain,Centre-Back,€300k
Squad FC Andorra,16,Diego Pampín,24,Spain,Left-Back,€700k
Squad FC Andorra,20,Martí Vilà,24,Spain,Left-Back,€400k
Squad FC Andorra,2,Migue Leal,27,Spain,Right-Back,€600k
Squad FC Andorra,18,Álex Petxa,27,Spain,Right-Back,€600k
Squad FC Andorra,6,Jandro Orellana,23,Spain,Defensive Midfield,€1.20m
Squad FC Andorra,8,Sergi Samper,29,Spain,Defensive Midfield,€700k
Squad FC Andorra,14,Sergio Molina,28,Spain,Central Midfield,€700k
Squad FC Andorra,10,Iván Gil,24,Spain,Attacking Midfield,€1.00m
Squad FC Andorra,21,Rubén Bover,31,Spain,Attacking Midfield,€600k
Squad FC Andorra,22,Jorge Pombo,30,Spain,Attacking Midfield,€400k
Squad FC Andorra,12,Christos Almpanis,29,Greece,Left Winger,€600k
Squad FC Andorra,11,Álvaro Martín,23,Spain,Left Winger,€500k
Squad FC Andorra,17,Álex Calvo,20,Spain,Right Winger,€1.00m
Squad FC Andorra,27,Iker Benito,21,Spain,Right Winger,€800k
Squad FC Andorra,9,Jon Karrikaburu,21,Spain,Centre-Forward,€2.50m
Squad FC Andorra,7,Julen Lobete,23,Spain,Centre-Forward,€1.50m
Squad FC Andorra,19,Aurélien Scheidler,25,France,Centre-Forward,€1.00m
Squad FC Andorra,24,Pablo Moreno,21,Spain,Centre-Forward,€600k
Squad Burgos CF,13,José Antonio Caro,29,Spain,Goalkeeper,€1.50m
Squad Burgos CF,1,Loïc Badiashile,26,France,Goalkeeper,€100k
Squad Burgos CF,18,Aitor Córdoba,28,Spain,Centre-Back,€1.20m
Squad Burgos CF,14,Unai Elgezabal,30,Spain,Centre-Back,€700k
Squad Burgos CF,20,Grego Sierra,31,Spain,Centre-Back,€700k
Squad Burgos CF,24,Esteban Saveljich,32,Montenegro,Centre-Back,€500k
Squad Burgos CF,23,José Matos,28,Spain,Left-Back,€900k
Squad Burgos CF,4,Anderson Arroyo,24,Colombia,Right-Back,€800k
Squad Burgos CF,2,Borja González,28,Spain,Right-Back,€500k
Squad Burgos CF,6,Raúl Navarro,30,Spain,Right-Back,€500k
Squad Burgos CF,5,Miguel Atienza,24,Spain,Central Midfield,€1.00m
Squad Burgos CF,22,Mumo Muñoz,29,Spain,Central Midfield,€700k
Squad Burgos CF,12,Kévin Appin,26,Martinique,Central Midfield,€600k
Squad Burgos CF,21,Joni Montiel,25,Spain,Attacking Midfield,€1.50m
Squad Burgos CF,7,Dani Ojeda,29,Spain,Left Winger,€1.20m
Squad Burgos CF,10,Álex Bermejo,25,Spain,Left Winger,€700k
Squad Burgos CF,16,Curro Sánchez,28,Spain,Right Winger,€2.00m
Squad Burgos CF,11,Álex Sancris,27,Spain,Right Winger,€700k
Squad Burgos CF,8,Ander Martín,23,Spain,Right Winger,€400k
Squad Burgos CF,9,Fer Niño,23,Spain,Centre-Forward,€2.00m
Squad Burgos CF,19,Edu Espiau,29,Spain,Centre-Forward,€600k
Squad CD Tenerife,1,Juan Soriano,26,Spain,Goalkeeper,€1.50m
Squad CD Tenerife,13,Tomeu Nadal,35,Spain,Goalkeeper,€300k
Squad CD Tenerife,6,José Amo,26,Spain,Centre-Back,€800k
Squad CD Tenerife,4,José León,29,Spain,Centre-Back,€700k
Squad CD Tenerife,5,Sergio González,26,Spain,Centre-Back,€700k
Squad CD Tenerife,23,Nikola Sipcic,28,Montenegro,Centre-Back,€600k
Squad CD Tenerife,31,Loïc Williams,22,Spain,Centre-Back,€300k
Squad CD Tenerife,3,Fernando Medrano,24,Spain,Left-Back,€600k
Squad CD Tenerife,24,Nacho Martínez,35,Spain,Left-Back,€600k
Squad CD Tenerife,22,Jérémy Mellot,30,France,Right-Back,€1.20m
Squad CD Tenerife,2,Aitor Buñuel,26,Spain,Right-Back,€600k
Squad CD Tenerife,32,Jesús Belza,20,Spain,Right-Back,€200k
Squad CD Tenerife,15,Yann Bodiger,29,France,Defensive Midfield,€800k
Squad CD Tenerife,10,Àlex Corredera,28,Spain,Central Midfield,€800k
Squad CD Tenerife,8,Javi Alonso,25,Spain,Central Midfield,€200k
Squad CD Tenerife,16,Aitor Sanz,39,Spain,Central Midfield,€100k
Squad CD Tenerife,14,Roberto López,23,Spain,Attacking Midfield,€3.00m
Squad CD Tenerife,11,Yanis Rahmani,28,France,Left Winger,€800k
Squad CD Tenerife,17,Waldo Rubio,28,Spain,Left Winger,€800k
Squad CD Tenerife,19,Álvaro Romero,27,Spain,Left Winger,€300k
Squad CD Tenerife,20,Álvaro Jiménez,28,Spain,Right Winger,€700k
Squad CD Tenerife,21,Teto Martín,22,Spain,Right Winger,€700k
Squad CD Tenerife,27,Luismi Cruz,22,Spain,Right Winger,€600k
Squad CD Tenerife,9,Ángel Rodríguez,36,Spain,Centre-Forward,€500k
Squad CD Tenerife,18,Enric Gallego,37,Spain,Centre-Forward,€500k
Squad SD Huesca,1,Álvaro Fernández,26,Spain,Goalkeeper,€2.50m
Squad SD Huesca,13,Juan Pérez,27,Spain,Goalkeeper,€600k
Squad SD Huesca,14,Jorge Pulido,33,Spain,Centre-Back,€1.00m
Squad SD Huesca,15,Jérémy Blasco,25,France,Centre-Back,€800k
Squad SD Huesca,4,Rubén Pulido,23,Spain,Centre-Back,€600k
Squad SD Huesca,2,Carlos Gutiérrez,32,Spain,Centre-Back,€200k
Squad SD Huesca,20,Ignasi Vilarrasa,24,Spain,Left-Back,€800k
Squad SD Huesca,3,Iván Martos,26,Spain,Left-Back,€400k
Squad SD Huesca,5,Miguel Loureiro,27,Spain,Right-Back,€1.00m
Squad SD Huesca,12,Juanjo Nieto,29,Spain,Right-Back,€700k
Squad SD Huesca,10,Kento Hashimoto,30,Japan,Defensive Midfield,€1.00m
Squad SD Huesca,23,Óscar Sielva,32,Spain,Central Midfield,€1.00m
Squad SD Huesca,6,Javi Mier,25,Spain,Central Midfield,€600k
Squad SD Huesca,22,Iker Kortajarena,23,Spain,Central Midfield,€500k
Squad SD Huesca,26,Álex Balboa,23,Equatorial Guinea,Central Midfield,€200k
Squad SD Huesca,8,Javi Martínez,24,Spain,Attacking Midfield,€1.20m
Squad SD Huesca,21,Elady Zorrilla,33,Spain,Left Winger,€600k
Squad SD Huesca,9,Hugo Vallejo,24,Spain,Left Winger,€500k
Squad SD Huesca,17,Enzo Lombardo,27,France,Left Winger,€400k
Squad SD Huesca,11,Joaquín Muñoz,25,Spain,Right Winger,€1.00m
Squad SD Huesca,7,Gerard Valentín,30,Spain,Right Winger,€800k
Squad SD Huesca,24,Samuel Obeng,26,Ghana,Centre-Forward,€1.00m
Squad SD Huesca,16,Jovanny Bolívar,22,Venezuela,Centre-Forward,€300k
Squad SD Huesca,18,Rafa Tresaco,23,Spain,Centre-Forward,€100k
Squad CD Mirandés,1,Ramón Juan,24,Spain,Goalkeeper,€500k
Squad CD Mirandés,25,Andoni Zubiaurre,27,Spain,Goalkeeper,€500k
Squad CD Mirandés,13,Luis López,22,Spain,Goalkeeper,€300k
Squad CD Mirandés,4,Sergio Barcia,23,Spain,Centre-Back,€800k
Squad CD Mirandés,27,Pablo Ramón,22,Spain,Centre-Back,€700k
Squad CD Mirandés,3,Álex Barbu,22,Spain,Centre-Back,€500k
Squad CD Mirandés,5,Tachi,26,Spain,Centre-Back,€500k
Squad CD Mirandés,20,Diogo Verdasca,27,Portugal,Centre-Back,€200k
Squad CD Mirandés,24,Jonathan Gómez,20,United States,Left-Back,€1.00m
Squad CD Mirandés,26,Juan María Alcedo,23,Spain,Left-Back,€300k
Squad CD Mirandés,17,Houboulang Mendes,25,Guinea-Bissau,Right-Back,€1.00m
Squad CD Mirandés,2,David Vicente,24,Spain,Right-Back,€200k
Squad CD Mirandés,8,Álvaro Sanz,23,Spain,Defensive Midfield,€800k
Squad CD Mirandés,6,Ibrahima Kébé,23,Mali,Defensive Midfield,€500k
Squad CD Mirandés,19,Mathis Lachuer,23,France,Defensive Midfield,€400k
Squad CD Mirandés,10,Alberto Reina,26,Spain,Central Midfield,€500k
Squad CD Mirandés,15,Pablo Tomeo,24,Spain,Central Midfield,€200k
Squad CD Mirandés,22,Miguel Baeza,24,Spain,Attacking Midfield,€500k
Squad CD Mirandés,32,Daniel Luna,20,Colombia,Attacking Midfield,€400k
Squad CD Mirandés,7,Gabri Martínez,21,Spain,Left Winger,€1.50m
Squad CD Mirandés,11,Ilyas Chaira,23,Morocco,Right Winger,€1.50m
Squad CD Mirandés,9,Carlos Martín,21,Spain,Centre-Forward,€3.00m
Squad CD Mirandés,18,Javier Martón,24,Spain,Centre-Forward,€500k
Squad CD Mirandés,23,Antonino La Gumina,28,Italy,Centre-Forward,€500k
Squad CD Mirandés,29,Lautaro de León,23,Uruguay,Centre-Forward,€300k
Squad Racing Ferrol,25,Ander Cantero,29,Spain,Goalkeeper,€1.00m
Squad Racing Ferrol,1,Gianfranco Gazzaniga,30,Argentina,Goalkeeper,€300k
Squad Racing Ferrol,13,Emilio Bernad,24,Spain,Goalkeeper,€300k
Squad Racing Ferrol,12,Álex Martín,26,Spain,Centre-Back,€800k
Squad Racing Ferrol,15,David Castro,28,Spain,Centre-Back,€600k
Squad Racing Ferrol,5,Enrique Clemente,25,Spain,Centre-Back,€400k
Squad Racing Ferrol,4,Jon García,32,Spain,Centre-Back,€300k
Squad Racing Ferrol,18,Brais Martínez,22,Spain,Left-Back,€500k
Squad Racing Ferrol,21,Moi Delgado,29,Spain,Left-Back,€300k
Squad Racing Ferrol,-,Fernando Pumar,34,Spain,Left-Back,€100k
Squad Racing Ferrol,2,Julián Delmás,28,Spain,Right-Back,€600k
Squad Racing Ferrol,24,Sergio Cubero,24,Spain,Right-Back,€400k
Squad Racing Ferrol,-,Luca Ferrone,30,Italy,Right-Back,€200k
Squad Racing Ferrol,6,Jesús Bernal,27,Spain,Central Midfield,€1.00m
Squad Racing Ferrol,17,Chuca,26,Spain,Central Midfield,€500k
Squad Racing Ferrol,16,Fran Manzanara,27,Spain,Central Midfield,€400k
Squad Racing Ferrol,8,Álex López,36,Spain,Central Midfield,€200k
Squad Racing Ferrol,3,Óscar Pinchi,28,Spain,Attacking Midfield,€500k
Squad Racing Ferrol,10,Josep Señé,32,Spain,Attacking Midfield,€500k
Squad Racing Ferrol,23,Nico Serrano,21,Spain,Left Winger,€1.00m
Squad Racing Ferrol,7,Héber Pena,34,Spain,Left Winger,€400k
Squad Racing Ferrol,14,Álvaro Vadillo,29,Spain,Left Winger,€400k
Squad Racing Ferrol,22,Iker Losada,22,Spain,Right Winger,€1.50m
Squad Racing Ferrol,11,Nacho Sánchez,31,Spain,Right Winger,€500k
Squad Racing Ferrol,19,Sabin Merino,32,Spain,Centre-Forward,€500k
Squad Racing Ferrol,20,Álvaro Giménez,32,Spain,Centre-Forward,€500k
Squad Racing Ferrol,9,Manu Justo,28,Spain,Centre-Forward,€400k
Squad CD Eldense,31,Álvaro Aceves,20,Spain,Goalkeeper,€600k
Squad CD Eldense,1,Guillermo Vallejo,28,Spain,Goalkeeper,€400k
Squad CD Eldense,13,Ian Mackay,37,Spain,Goalkeeper,€100k
Squad CD Eldense,4,Dario Dumic,32,Bosnia-Herzegovina,Centre-Back,€600k
Squad CD Eldense,5,Piña,29,Spain,Centre-Back,€300k
Squad CD Eldense,6,Carlos Hernández,33,Spain,Centre-Back,€200k
Squad CD Eldense,25,Nacho Monsalve,29,Spain,Centre-Back,€200k
Squad CD Eldense,12,Derick Poloni,30,Brazil,Left-Back,€300k
Squad CD Eldense,3,Álex Martínez,33,Spain,Left-Back,€200k
Squad CD Eldense,2,Toni Abad,27,Spain,Right-Back,€600k
Squad CD Eldense,14,Miguel Llambrich,28,Spain,Right-Back,€300k
Squad CD Eldense,24,David Timor,34,Spain,Defensive Midfield,€500k
Squad CD Eldense,22,Marc-Olivier Doué,23,France,Defensive Midfield,€200k
Squad CD Eldense,8,Sergio Ortuño,25,Spain,Central Midfield,€800k
Squad CD Eldense,16,Youness Lachhab,24,Morocco,Central Midfield,€200k
Squad CD Eldense,18,Pedro Capó,33,Spain,Central Midfield,€100k
Squad CD Eldense,21,Álex Bernal,33,Spain,Central Midfield,€100k
Squad CD Eldense,10,Christian Montes,26,Spain,Attacking Midfield,€400k
Squad CD Eldense,15,Mo Dauda,26,Ghana,Left Winger,€1.00m
Squad CD Eldense,23,Marc Mateu,33,Spain,Left Winger,€900k
Squad CD Eldense,19,Joel Jorquera,23,Spain,Left Winger,€200k
Squad CD Eldense,20,Ivan Chapela,24,Spain,Right Winger,€1.20m
Squad CD Eldense,17,Jesús Clemente,23,Spain,Right Winger,€500k
Squad CD Eldense,9,Mario Soberón,26,Spain,Centre-Forward,€800k
Squad CD Eldense,7,Florin Andone,31,Romania,Centre-Forward,€700k
Squad CD Eldense,11,Juanto Ortuño,32,Spain,Centre-Forward,€400k
Squad FC Cartagena,13,Raúl Lizoain,33,Spain,Goalkeeper,€400k
Squad FC Cartagena,1,Tomás Mejías,35,Spain,Goalkeeper,€100k
Squad FC Cartagena,14,José Fontán,24,Spain,Centre-Back,€800k
Squad FC Cartagena,4,Pedro Alcalá,35,Spain,Centre-Back,€400k
Squad FC Cartagena,5,Gonzalo Verdú,35,Spain,Centre-Back,€400k
Squad FC Cartagena,22,Kiko Olivas,35,Spain,Centre-Back,€400k
Squad FC Cartagena,20,Jairo Izquierdo,30,Spain,Left-Back,€800k
Squad FC Cartagena,33,Arnau Solà,21,Spain,Left-Back,€400k
Squad FC Cartagena,16,Iván Calero,28,Spain,Right-Back,€700k
Squad FC Cartagena,2,Diego Moreno,22,Spain,Right-Back,€600k
Squad FC Cartagena,8,Luis Muñoz,27,Spain,Defensive Midfield,€1.20m
Squad FC Cartagena,23,Tomás Alarcón,25,Chile,Defensive Midfield,€1.00m
Squad FC Cartagena,18,Damián Musto,36,Argentina,Defensive Midfield,€200k
Squad FC Cartagena,32,Jony Álamo,22,Spain,Central Midfield,€300k
Squad FC Cartagena,6,Andy Rodríguez,34,Spain,Central Midfield,€200k
Squad FC Cartagena,17,Mikel Rico,39,Spain,Central Midfield,€200k
Squad FC Cartagena,11,Juan Carlos Real,33,Spain,Attacking Midfield,€800k
Squad FC Cartagena,26,Arnau Ortiz,22,Spain,Left Winger,€400k
Squad FC Cartagena,12,Juanjo Narváez,29,Colombia,Centre-Forward,€700k
Squad FC Cartagena,9,Alfredo Ortuño,33,Spain,Centre-Forward,€600k
Squad FC Cartagena,10,Darío Poveda,27,Spain,Centre-Forward,€500k
Squad FC Cartagena,35,Iván Ayllón,22,Spain,Centre-Forward,€400k
Squad AD Alcorcón,1,Jesús Ruiz,27,Spain,Goalkeeper,€500k
Squad AD Alcorcón,13,Lucas Anacker,27,Brazil,Goalkeeper,€400k
Squad AD Alcorcón,2,Javi Castro,23,Spain,Centre-Back,€600k
Squad AD Alcorcón,23,Chema Rodríguez,32,Spain,Centre-Back,€500k
Squad AD Alcorcón,4,Óscar Rivas,24,Spain,Centre-Back,€300k
Squad AD Alcorcón,6,Jean-Sylvain Babin,37,Martinique,Centre-Back,€300k
Squad AD Alcorcón,19,Xavi Quintillà,27,Spain,Left-Back,€500k
Squad AD Alcorcón,3,David Morillas,37,Spain,Left-Back,€100k
Squad AD Alcorcón,20,Iago López,25,Spain,Right-Back,€500k
Squad AD Alcorcón,17,Víctor García,26,Spain,Right-Back,€400k
Squad AD Alcorcón,18,Yan Eteki,26,Cameroon,Defensive Midfield,€800k
Squad AD Alcorcón,5,Pedro Mosquera,35,Spain,Central Midfield,€300k
Squad AD Alcorcón,10,Juanma Bravo,26,Spain,Central Midfield,€300k
Squad AD Alcorcón,16,Javi Pérez,28,Spain,Central Midfield,€300k
Squad AD Alcorcón,24,Iker Bilbao,28,Spain,Central Midfield,€300k
Squad AD Alcorcón,14,Fede Vico,29,Spain,Attacking Midfield,€800k
Squad AD Alcorcón,15,Javi Lara,38,Spain,Attacking Midfield,€100k
Squad AD Alcorcón,26,Emmanuel Addai,22,Ghana,Right Winger,€900k
Squad AD Alcorcón,8,Jacobo González,27,Spain,Right Winger,€800k
Squad AD Alcorcón,22,Juan Artola,24,Spain,Right Winger,€400k
Squad AD Alcorcón,33,Marciano Sanca,20,Guinea-Bissau,Centre-Forward,€1.00m
Squad AD Alcorcón,11,Dyego Sousa,34,Portugal,Centre-Forward,€600k
Squad AD Alcorcón,9,Christian Borrego,27,Spain,Centre-Forward,€500k
Squad AD Alcorcón,21,Koldo Obieta,30,Spain,Centre-Forward,€200k
Squad SD Amorebieta,30,Pablo Cuñat,21,Spain,Goalkeeper,€800k
Squad SD Amorebieta,13,Jonmi Magunagoitia,23,Spain,Goalkeeper,€300k
