team name,num,name,age,nationality,position,market value
Squad UD Las Palmas,6,Eric Curbelo,30,Spain,Centre-Back,€900k
Squad UD Las Palmas,3,Sergi Cardona,24,Spain,Left-Back,€6.00m
Squad UD Las Palmas,18,Daley Sinkgraven,28,Netherlands,Left-Back,€1.20m
Squad UD Las Palmas,28,Julián Araujo,22,Mexico,Right-Back,€8.00m
Squad UD Las Palmas,14,Álvaro Lemos,31,Spain,Right-Back,€800k
Squad UD Las Palmas,8,Máximo Perrone,21,Argentina,Defensive Midfield,€7.50m
Squad UD Las Palmas,22,Nuke Mfulu,30,DR Congo,Defensive Midfield,€800k
Squad UD Las Palmas,12,Enzo Loiodice,23,France,Central Midfield,€3.00m
Squad UD Las Palmas,5,Javi Muñoz,29,Spain,Central Midfield,€2.50m
Squad UD Las Palmas,21,José Campaña,30,Spain,Central Midfield,€2.00m
Squad UD Las Palmas,25,Fabio González,27,Spain,Central Midfield,€600k
Squad UD Las Palmas,20,Kirian Rodríguez,28,Spain,Attacking Midfield,€12.00m
Squad UD Las Palmas,10,Alberto Moleiro,20,Spain,Attacking Midfield,€10.00m
Squad UD Las Palmas,24,Pejiño,27,Spain,Left Winger,€1.50m
Squad UD Las Palmas,11,Benito Ramírez,28,Spain,Left Winger,€500k
Squad UD Las Palmas,2,Marvin Park,23,Spain,Right Winger,€2.00m
Squad UD Las Palmas,17,Munir El Haddadi,28,Morocco,Right Winger,€2.00m
Squad UD Las Palmas,16,Sory Kaba,28,Guinea,Centre-Forward,€1.80m
Squad UD Las Palmas,9,Sandro Ramírez,28,Spain,Centre-Forward,€1.50m
Squad UD Las Palmas,19,Marc Cardona,28,Spain,Centre-Forward,€1.40m
Squad UD Las Palmas,7,Cristian Herrera,33,Spain,Centre-Forward,€400k
Squad Getafe CF,13,David Soria,31,Spain,Goalkeeper,€6.00m
Squad Getafe CF,1,Daniel Fuzato,26,Brazil,Goalkeeper,€1.00m
Squad Getafe CF,4,Gastón Álvarez,24,Uruguay,Centre-Back,€10.00m
Squad Getafe CF,2,Djené,32,Togo,Centre-Back,€3.00m
Squad Getafe CF,6,Domingos Duarte,29,Portugal,Centre-Back,€3.00m
Squad Getafe CF,15,Omar Alderete,27,Paraguay,Centre-Back,€3.00m
Squad Getafe CF,16,Diego Rico,31,Spain,Left-Back,€3.00m
Squad Getafe CF,3,Fabrizio Angileri,30,Argentina,Left-Back,€1.50m
Squad Getafe CF,18,José Ángel Carmona,22,Spain,Right-Back,€3.50m
Squad Getafe CF,21,Juan Iglesias,25,Spain,Right-Back,€2.50m
Squad Getafe CF,8,Mauro Arambarri,28,Uruguay,Central Midfield,€6.00m
Squad Getafe CF,20,Nemanja Maksimovic,29,Serbia,Central Midfield,€6.00m
Squad Getafe CF,5,Luis Milla,29,Spain,Central Midfield,€3.50m
Squad Getafe CF,11,Carles Aleñá,26,Spain,Central Midfield,€3.00m
Squad Getafe CF,24,Ilaix Moriba,21,Guinea,Central Midfield,€3.00m
Squad Getafe CF,25,Yellu Santiago,19,Spain,Central Midfield,€500k
Squad Getafe CF,9,Óscar Rodríguez,25,Spain,Attacking Midfield,€2.50m
Squad Getafe CF,32,Jordi Martín,23,Spain,Left Winger,€600k
Squad Getafe CF,12,Mason Greenwood,22,England,Right Winger,€15.00m
Squad Getafe CF,19,Borja Mayoral,27,Spain,Centre-Forward,€15.00m
Squad Getafe CF,14,Juanmi Latasa,23,Spain,Centre-Forward,€3.00m
Squad Getafe CF,7,Jaime Mata,35,Spain,Centre-Forward,€1.00m
Squad Granada CF,25,Augusto Batalla,27,Argentina,Goalkeeper,€6.00m
Squad Granada CF,13,Marc Martínez,34,Spain,Goalkeeper,€400k
Squad Granada CF,1,Raúl Fernández,36,Spain,Goalkeeper,€300k
Squad Granada CF,2,Bruno Méndez,24,Uruguay,Centre-Back,€6.00m
Squad Granada CF,22,Kamil Piatkowski,23,Poland,Centre-Back,€3.00m
Squad Granada CF,28,Raúl Torrente,22,Spain,Centre-Back,€2.00m
Squad Granada CF,5,Jesús Vallejo,27,Spain,Centre-Back,€1.50m
Squad Granada CF,14,Ignasi Miquel,31,Spain,Centre-Back,€1.40m
Squad Granada CF,4,Miguel Rubio,26,Spain,Centre-Back,€1.20m
Squad Granada CF,3,Faitout Maouassa,25,France,Left-Back,€5.00m
Squad Granada CF,15,Carlos Neva,27,Spain,Left-Back,€2.50m
Squad Granada CF,12,Ricard Sánchez,24,Spain,Right-Back,€2.50m
Squad Granada CF,16,Víctor Díaz,35,Spain,Right-Back,€500k
Squad Granada CF,23,Gerard Gumbau,29,Spain,Defensive Midfield,€3.50m
Squad Granada CF,6,Martin Hongla,26,Cameroon,Defensive Midfield,€2.80m
Squad Granada CF,24,Gonzalo Villar,26,Spain,Central Midfield,€2.80m
Squad Granada CF,20,Sergio Ruiz,29,Spain,Central Midfield,€2.00m
Squad Granada CF,21,Óscar Melendo,26,Spain,Attacking Midfield,€2.00m
Squad Granada CF,11,Myrto Uzuni,28,Albania,Left Winger,€10.00m
Squad Granada CF,18,Kamil Jóźwiak,25,Poland,Left Winger,€2.50m
Squad Granada CF,19,Facundo Pellistri,22,Uruguay,Right Winger,€10.00m
Squad Granada CF,10,Antonio Puertas,32,Spain,Right Winger,€2.50m
Squad Granada CF,17,Theo Corbeanu,21,Canada,Right Winger,€1.70m
Squad Granada CF,9,José Callejón,37,Spain,Right Winger,€900k
Squad Granada CF,8,Matías Arezo,21,Uruguay,Centre-Forward,€7.50m
Squad Granada CF,7,Lucas Boyé,28,Argentina,Centre-Forward,€7.00m
Squad RCD Mallorca,1,Predrag Rajkovic,28,Serbia,Goalkeeper,€10.00m
Squad RCD Mallorca,13,Dominik Greif,27,Slovakia,Goalkeeper,€2.00m
Squad RCD Mallorca,25,Iván Cuéllar,39,Spain,Goalkeeper,€100k
Squad RCD Mallorca,24,Martin Valjent,28,Slovakia,Centre-Back,€4.50m
Squad RCD Mallorca,4,Siebe Van der Heyden,25,Belgium,Centre-Back,€3.00m
Squad RCD Mallorca,6,José Copete,24,Spain,Centre-Back,€2.50m
Squad RCD Mallorca,21,Antonio Raíllo,32,Spain,Centre-Back,€2.00m
Squad RCD Mallorca,2,Matija Nastasic,31,Serbia,Centre-Back,€1.50m
Squad RCD Mallorca,3,Toni Lato,26,Spain,Left-Back,€2.50m
Squad RCD Mallorca,11,Jaume Costa,36,Spain,Left-Back,€1.00m
Squad RCD Mallorca,15,Pablo Maffeo,26,Argentina,Right-Back,€6.00m
Squad RCD Mallorca,20,Giovanni González,29,Uruguay,Right-Back,€2.50m
Squad RCD Mallorca,22,Nacho Vidal,29,Spain,Right-Back,€2.50m
Squad RCD Mallorca,12,Samú Costa,23,Portugal,Defensive Midfield,€8.00m
Squad RCD Mallorca,5,Omar Mascarell,31,Spain,Defensive Midfield,€1.00m
Squad RCD Mallorca,10,Sergi Darder,30,Spain,Central Midfield,€6.00m
Squad RCD Mallorca,8,Manu Morlanes,25,Spain,Central Midfield,€2.50m
Squad RCD Mallorca,18,Antonio Sánchez,26,Spain,Central Midfield,€2.50m
Squad RCD Mallorca,14,Dani Rodríguez,35,Spain,Attacking Midfield,€1.20m
Squad RCD Mallorca,23,Nemanja Radonjic,28,Serbia,Left Winger,€3.00m
Squad RCD Mallorca,19,Javi Llabrés,21,Spain,Left Winger,€800k
Squad RCD Mallorca,7,Vedat Muriqi,29,Kosovo,Centre-Forward,€15.00m
Squad RCD Mallorca,17,Cyle Larin,29,Canada,Centre-Forward,€5.00m
Squad RCD Mallorca,9,Abdón Prats,31,Spain,Centre-Forward,€2.00m
Squad UD Almería,25,Luís Maximiano,25,Portugal,Goalkeeper,€5.00m
Squad UD Almería,13,Fernando Martínez,33,Spain,Goalkeeper,€800k
Squad UD Almería,1,Diego Mariño,33,Spain,Goalkeeper,€300k
Squad UD Almería,3,Edgar González,27,Spain,Centre-Back,€3.00m
Squad UD Almería,22,César Montes,27,Mexico,Centre-Back,€3.00m
Squad UD Almería,21,Chumi,25,Spain,Centre-Back,€2.00m
Squad UD Almería,16,Aleksandar Radovanovic,30,Serbia,Centre-Back,€1.00m
Squad UD Almería,24,Bruno Langa,26,Mozambique,Left-Back,€1.50m
Squad UD Almería,20,Álex Centelles,24,Spain,Left-Back,€1.20m
Squad UD Almería,18,Marc Pubill,20,Spain,Right-Back,€3.00m
Squad UD Almería,17,Alejandro Pozo,25,Spain,Right-Back,€2.00m
Squad UD Almería,6,Dion Lopy,22,Senegal,Defensive Midfield,€6.00m
Squad UD Almería,5,Lucas Robertone,27,Argentina,Central Midfield,€7.00m
Squad UD Almería,4,Iddrisu Baba,28,Ghana,Central Midfield,€2.50m
Squad UD Almería,11,Gonzalo Melero,30,Spain,Central Midfield,€2.00m
Squad UD Almería,19,Sergio Arribas,22,Spain,Attacking Midfield,€8.00m
Squad UD Almería,8,Jonathan Viera,34,Spain,Attacking Midfield,€1.20m
Squad UD Almería,7,Largie Ramazani,23,Belgium,Left Winger,€5.00m
Squad UD Almería,38,Luka Romero,19,Argentina,Right Winger,€5.00m
Squad UD Almería,10,Adrián Embarba,31,Spain,Right Winger,€2.00m
Squad UD Almería,9,Luis Suárez,26,Colombia,Centre-Forward,€5.00m
Squad UD Almería,23,Ibrahima Koné,24,Mali,Centre-Forward,€2.50m
Squad UD Almería,12,Léo Baptistão,31,Brazil,Centre-Forward,€1.60m
Squad UD Almería,15,Choco Lozano,30,Honduras,Centre-Forward,€1.20m
Squad UD Almería,29,Marko Milovanovic,20,Serbia,Centre-Forward,€1.00m
Squad Rayo Vallecano,1,Stole Dimitrievski,30,North Macedonia,Goalkeeper,€4.00m
Squad Rayo Vallecano,13,Dani Cárdenas,27,Spain,Goalkeeper,€1.80m
Squad Rayo Vallecano,24,Florian Lejeune,32,France,Centre-Back,€3.50m
Squad Rayo Vallecano,16,Abdul Mumin,25,Ghana,Centre-Back,€2.00m
Squad Rayo Vallecano,5,Aridane Hernández,35,Spain,Centre-Back,€900k
Squad Rayo Vallecano,4,Martín Pascual,24,Spain,Centre-Back,€300k
Squad Rayo Vallecano,12,Alfonso Espino,32,Uruguay,Left-Back,€2.50m
Squad Rayo Vallecano,3,Pep Chavarría,26,Spain,Left-Back,€1.00m
Squad Rayo Vallecano,20,Iván Balliu,32,Albania,Right-Back,€2.50m
Squad Rayo Vallecano,2,Andrei Rațiu,25,Romania,Right-Back,€1.50m
Squad Rayo Vallecano,15,Miguel Crespo,27,Portugal,Central Midfield,€5.00m
Squad Rayo Vallecano,23,Óscar Valentín,29,Spain,Central Midfield,€5.00m
Squad Rayo Vallecano,17,Unai López,28,Spain,Central Midfield,€3.50m
Squad Rayo Vallecano,14,Kike Pérez,27,Spain,Central Midfield,€3.00m
Squad Rayo Vallecano,21,Pathé Ciss,30,Senegal,Central Midfield,€2.50m
Squad Rayo Vallecano,8,Óscar Trejo,35,Argentina,Attacking Midfield,€1.50m
Squad Rayo Vallecano,11,Randy Nteka,26,France,Attacking Midfield,€1.50m
Squad Rayo Vallecano,6,José Pozo,28,Spain,Attacking Midfield,€1.00m
Squad Rayo Vallecano,18,Álvaro García,31,Spain,Left Winger,€4.00m
Squad Rayo Vallecano,10,Bebé,33,Cape Verde,Left Winger,€700k
Squad Rayo Vallecano,7,Isi Palazón,29,Spain,Right Winger,€10.00m
Squad Rayo Vallecano,19,Jorge de Frutos,27,Spain,Right Winger,€4.00m
Squad Rayo Vallecano,22,Raúl de Tomás,29,Spain,Centre-Forward,€3.00m
Squad Rayo Vallecano,34,Sergio Camello,23,Spain,Centre-Forward,€3.00m
Squad Rayo Vallecano,9,Radamel Falcao,38,Colombia,Centre-Forward,€900k
Squad Cádiz CF,1,Conan Ledesma,31,Argentina,Goalkeeper,€6.00m
Squad Cádiz CF,13,David Gil,30,Spain,Goalkeeper,€700k
Squad Cádiz CF,3,Fali,30,Spain,Centre-Back,€2.50m
Squad Cádiz CF,24,Aiham Ousou,24,Syria,Centre-Back,€2.00m
Squad Cádiz CF,5,Víctor Chust,24,Spain,Centre-Back,€1.50m
Squad Cádiz CF,22,Jorge Meré,27,Spain,Centre-Back,€1.00m
Squad Cádiz CF,-,Luis Hernández,35,Spain,Centre-Back,€700k
Squad Cádiz CF,14,Momo Mbaye,25,Senegal,Centre-Back,€500k
Squad Cádiz CF,15,Javi Hernández,25,Spain,Left-Back,€3.00m
Squad Cádiz CF,33,Lucas Pires,23,Brazil,Left-Back,€2.00m
Squad Cádiz CF,20,Iza Carcelén,30,Spain,Right-Back,€2.00m
Squad Cádiz CF,2,Joseba Zaldua,31,Spain,Right-Back,€1.00m
Squad Cádiz CF,6,Diadié Samassékou,28,Mali,Defensive Midfield,€2.50m
Squad Cádiz CF,-,José Mari,36,Spain,Defensive Midfield,€300k
Squad Cádiz CF,12,Rominigue Kouamé,27,Mali,Central Midfield,€2.50m
Squad Cádiz CF,4,Rubén Alcaraz,32,Spain,Central Midfield,€2.00m
Squad Cádiz CF,17,Gonzalo Escalante,31,Argentina,Central Midfield,€2.00m
Squad Cádiz CF,24,Fede San Emeterio,27,Spain,Central Midfield,€1.50m
Squad Cádiz CF,27,Robert Navarro,22,Spain,Attacking Midfield,€3.50m
Squad Cádiz CF,8,Álex Fernández,31,Spain,Attacking Midfield,€2.00m
Squad Cádiz CF,9,Juanmi,30,Spain,Left Winger,€8.00m
Squad Cádiz CF,18,Darwin Machís,31,Venezuela,Left Winger,€2.00m
Squad Cádiz CF,10,Brian Ocampo,24,Uruguay,Left Winger,€1.00m
Squad Cádiz CF,11,Iván Alejo,29,Spain,Right Winger,€1.50m
Squad Cádiz CF,16,Chris Ramos,27,Spain,Centre-Forward,€4.00m
Squad Cádiz CF,25,Maxi Gómez,27,Uruguay,Centre-Forward,€2.50m
Squad Cádiz CF,7,Rubén Sobrino,31,Spain,Centre-Forward,€1.50m
Squad Cádiz CF,21,Roger Martí,33,Spain,Centre-Forward,€1.50m
Squad Cádiz CF,19,Sergi Guardiola,32,Spain,Centre-Forward,€900k
Squad RCD Espanyol Barcelona,13,Fernando Pacheco,31,Spain,Goalkeeper,€2.50m
Squad RCD Espanyol Barcelona,1,Joan García,22,Spain,Goalkeeper,€400k
Squad RCD Espanyol Barcelona,5,Fernando Calero,28,Spain,Centre-Back,€2.00m
Squad RCD Espanyol Barcelona,6,Leandro Cabrera,32,Uruguay,Centre-Back,€1.50m
Squad RCD Espanyol Barcelona,3,Sergi Gómez,32,Spain,Centre-Back,€1.20m
Squad RCD Espanyol Barcelona,4,Víctor Ruiz,35,Spain,Centre-Back,€800k
Squad RCD Espanyol Barcelona,14,Brian Oliván,30,Spain,Left-Back,€3.00m
Squad RCD Espanyol Barcelona,23,Omar El Hilali,20,Morocco,Right-Back,€1.50m
Squad RCD Espanyol Barcelona,2,Óscar Gil,25,Spain,Right-Back,€1.00m
Squad RCD Espanyol Barcelona,24,Rubén Sánchez,23,Spain,Right-Back,€700k
Squad RCD Espanyol Barcelona,20,Edu Expósito,27,Spain,Central Midfield,€3.50m
Squad RCD Espanyol Barcelona,8,Keidi Bare,26,Albania,Central Midfield,€3.00m
Squad RCD Espanyol Barcelona,18,Álvaro Aguado,27,Spain,Central Midfield,€3.00m
Squad RCD Espanyol Barcelona,15,José Gragera,23,Spain,Central Midfield,€2.50m
Squad RCD Espanyol Barcelona,10,Pol Lozano,24,Spain,Central Midfield,€2.00m
Squad RCD Espanyol Barcelona,21,Nico Melamed,23,Spain,Attacking Midfield,€5.00m
Squad RCD Espanyol Barcelona,7,Javi Puado,25,Spain,Left Winger,€8.00m
Squad RCD Espanyol Barcelona,11,Pere Milla,31,Spain,Left Winger,€2.60m
Squad RCD Espanyol Barcelona,16,José Carlos Lazo,28,Spain,Left Winger,€2.00m
Squad RCD Espanyol Barcelona,17,Jofre Carreras,22,Spain,Right Winger,€1.50m
Squad RCD Espanyol Barcelona,19,Salvi Sánchez,33,Spain,Right Winger,€1.50m
Squad RCD Espanyol Barcelona,22,Martin Braithwaite,32,Denmark,Centre-Forward,€3.50m
Squad RCD Espanyol Barcelona,9,Keita Baldé,29,Senegal,Centre-Forward,€1.50m
Squad RCD Espanyol Barcelona,34,Omar Sadik,20,Morocco,Centre-Forward,€200k
Squad RCD Espanyol Barcelona,39,Gastón Valles,22,Uruguay,Centre-Forward,€200k
Squad Real Valladolid CF,1,Jordi Masip,35,Spain,Goalkeeper,€800k
Squad Real Valladolid CF,13,André Ferreira,27,Portugal,Goalkeeper,€800k
Squad Real Valladolid CF,6,Enzo Boyomo,22,Cameroon,Centre-Back,€2.20m
Squad Real Valladolid CF,12,Lucas Oliveira,28,Brazil,Centre-Back,€2.00m
Squad Real Valladolid CF,5,Javi Sánchez,27,Spain,Centre-Back,€1.50m
Squad Real Valladolid CF,3,David Torres,21,Spain,Centre-Back,€1.00m
Squad Real Valladolid CF,34,César Tárrega,22,Spain,Centre-Back,€1.00m
Squad Real Valladolid CF,18,Sergio Escudero,34,Spain,Left-Back,€1.00m
Squad Real Valladolid CF,2,Luis Pérez,29,Spain,Right-Back,€1.50m
Squad Real Valladolid CF,22,Lucas Rosa,24,Brazil,Right-Back,€1.20m
Squad Real Valladolid CF,20,Stanko Juric,27,Croatia,Defensive Midfield,€2.00m
Squad Real Valladolid CF,8,Monchu,24,Spain,Central Midfield,€5.00m
Squad Real Valladolid CF,4,Víctor Meseguer,24,Spain,Central Midfield,€1.20m
Squad Real Valladolid CF,16,César de la Hoz,32,Spain,Central Midfield,€1.20m
Squad Real Valladolid CF,23,Anuar,29,Morocco,Central Midfield,€800k
Squad Real Valladolid CF,26,Alberto Quintana,22,Spain,Central Midfield,€200k
Squad Real Valladolid CF,17,Stipe Biuk,21,Croatia,Left Winger,€6.50m
Squad Real Valladolid CF,11,Raúl Moro,21,Spain,Left Winger,€2.50m
Squad Real Valladolid CF,24,Kenedy,28,Brazil,Left Winger,€2.00m
Squad Real Valladolid CF,19,Amath Ndiaye,27,Senegal,Left Winger,€1.50m
Squad Real Valladolid CF,10,Iván Sánchez,31,Spain,Right Winger,€1.00m
Squad Real Valladolid CF,9,Marcos André,27,Brazil,Centre-Forward,€2.00m
Squad Real Valladolid CF,7,Mamadou Sylla,30,Senegal,Centre-Forward,€1.50m
Squad Real Valladolid CF,21,Álvaro Negredo,38,Spain,Centre-Forward,€500k
Squad Real Valladolid CF,35,Iván Cédric,22,Cameroon,Centre-Forward,€400k
Squad Real Valladolid CF,38,Israel Salazar,20,Spain,Centre-Forward,€200k
Squad Real Zaragoza,25,Edgar Badia,32,Spain,Goalkeeper,€1.60m
Squad Real Zaragoza,13,Gaëtan Poussin,25,France,Goalkeeper,€600k
Squad Real Zaragoza,35,Dani Rebollo,24,Spain,Goalkeeper,€200k
Squad Real Zaragoza,1,Cristian Álvarez,38,Argentina,Goalkeeper,€100k
Squad Real Zaragoza,6,Alejandro Francés,21,Spain,Centre-Back,€4.00m
Squad Real Zaragoza,15,Santiago Mouriño,22,Uruguay,Centre-Back,€1.00m
Squad Real Zaragoza,3,Jair Amador,34,Portugal,Centre-Back,€600k
Squad Real Zaragoza,24,Lluís López,27,Spain,Centre-Back,€500k
Squad Real Zaragoza,22,Quentin Lecoeuche,30,France,Left-Back,€600k
Squad Real Zaragoza,17,Carlos Nieto,27,Spain,Left-Back,€500k
Squad Real Zaragoza,2,Akim Zedadka,28,Algeria,Right-Back,€2.00m
Squad Real Zaragoza,18,Fran Gámez,32,Spain,Right-Back,€500k
Squad Real Zaragoza,38,Andrés Borge,22,Spain,Right-Back,€400k
Squad Real Zaragoza,8,Marc Aguado,24,Spain,Defensive Midfield,€1.50m
Squad Real Zaragoza,14,Francho Serrano,22,Spain,Central Midfield,€3.00m
Squad Real Zaragoza,10,Raúl Guti,27,Spain,Central Midfield,€1.60m
Squad Real Zaragoza,21,Toni Moya,26,Spain,Central Midfield,€1.40m
Squad Real Zaragoza,5,Jaume Grau,26,Spain,Central Midfield,€700k
Squad Real Zaragoza,11,Maikel Mesa,32,Spain,Attacking Midfield,€800k
Squad Real Zaragoza,20,Víctor Mollejo,23,Spain,Left Winger,€3.00m
Squad Real Zaragoza,7,Germán Valera,22,Spain,Right Winger,€2.00m
Squad Real Zaragoza,19,Manu Vallejo,27,Spain,Second Striker,€1.80m
Squad Real Zaragoza,9,Iván Azón,21,Spain,Centre-Forward,€3.00m
Squad Real Zaragoza,12,Sinan Bakış,29,Türkiye,Centre-Forward,€1.60m
Squad Real Zaragoza,23,Sergi Enrich,34,Spain,Centre-Forward,€400k
Squad Elche CF,1,Miguel San Román,26,Spain,Goalkeeper,€1.00m
Squad Elche CF,13,Matías Dituro,36,Argentina,Goalkeeper,€500k
Squad Elche CF,5,John Donald,23,Spain,Centre-Back,€1.20m
Squad Elche CF,2,Mario Gaspar,33,Spain,Centre-Back,€1.00m
Squad Elche CF,4,Diego González,29,Spain,Centre-Back,€1.00m
Squad Elche CF,6,Pedro Bigas,33,Spain,Centre-Back,€1.00m
Squad Elche CF,35,David López,21,Spain,Centre-Back,€100k
Squad Elche CF,22,Nicolás Fernández Mercau,24,Argentina,Left-Back,€2.40m
Squad Elche CF,23,Carlos Clerc,32,Spain,Left-Back,€1.50m
Squad Elche CF,12,José Salinas,23,Spain,Left-Back,€1.00m
Squad Elche CF,24,Sergio Carreira,23,Spain,Right-Back,€1.20m
Squad Elche CF,3,Jhegson Méndez,26,Ecuador,Defensive Midfield,€2.00m
Squad Elche CF,20,Cristian Salvador,29,Spain,Defensive Midfield,€800k
Squad Elche CF,14,Aleix Febas,28,Spain,Central Midfield,€2.20m
Squad Elche CF,8,Arnau Puigmal,23,Spain,Central Midfield,€2.00m
Squad Elche CF,30,Rodrigo Mendoza,19,Spain,Central Midfield,€1.00m
Squad Elche CF,21,Nicolás Castro,23,Argentina,Attacking Midfield,€3.00m
Squad Elche CF,11,Tete Morente,27,Spain,Left Winger,€2.50m
Squad Elche CF,7,Óscar Plano,33,Spain,Right Winger,€1.50m
Squad Elche CF,9,Sergio Bermejo,26,Spain,Right Winger,€900k
Squad Elche CF,17,Josan,34,Spain,Right Winger,€800k
Squad Elche CF,18,Borja Garcés,24,Spain,Centre-Forward,€2.00m
Squad Elche CF,19,Mourad El Ghezouani,25,Morocco,Centre-Forward,€800k
Squad Elche CF,10,Manu Nieto,26,Spain,Centre-Forward,€500k
Squad Real Oviedo,31,Leo Román,23,Spain,Goalkeeper,€1.50m
Squad Real Oviedo,1,Quentin Braat,26,France,Goalkeeper,€600k
Squad Real Oviedo,4,David Costas,29,Spain,Centre-Back,€1.50m
Squad Real Oviedo,12,Dani Calvo,30,Spain,Centre-Back,€1.50m
Squad Real Oviedo,15,Oier Luengo,26,Spain,Centre-Back,€700k
Squad Real Oviedo,3,Rodri Tarín,27,Spain,Centre-Back,€600k
Squad Real Oviedo,23,Abel Bretones,23,Spain,Left-Back,€1.50m
Squad Real Oviedo,21,Carlos Pomares,31,Spain,Left-Back,€400k
Squad Real Oviedo,24,Lucas Ahijado,29,Spain,Right-Back,€1.00m
Squad Real Oviedo,2,Mario Hernández,25,Spain,Right-Back,€600k
Squad Real Oviedo,11,Santiago Colombatto,27,Argentina,Defensive Midfield,€4.00m
Squad Real Oviedo,5,Luismi Sánchez,31,Spain,Defensive Midfield,€600k
Squad Real Oviedo,13,Santiago Homenchenko,20,Uruguay,Defensive Midfield,€500k
Squad Real Oviedo,16,Jaime Seoane,27,Spain,Central Midfield,€2.00m
Squad Real Oviedo,10,Víctor Camarasa,29,Spain,Central Midfield,€800k
Squad Real Oviedo,6,Jimmy Suárez,27,Spain,Central Midfield,€700k
Squad Real Oviedo,8,Santi Cazorla,39,Spain,Central Midfield,€300k
Squad Real Oviedo,22,Jonathan Dubasin,24,Spain,Left Winger,€1.50m
Squad Real Oviedo,25,Borja Sánchez,28,Spain,Left Winger,€1.00m
Squad Real Oviedo,17,Sebas Moyano,27,Spain,Right Winger,€1.50m
Squad Real Oviedo,18,Paulino de la Fuente,26,Spain,Right Winger,€1.50m
Squad Real Oviedo,7,Viti Rozada,26,Spain,Right Winger,€1.20m
Squad Real Oviedo,28,Mario Sesè,21,Spain,Right Winger,€200k
Squad Real Oviedo,9,Borja Bastón,31,Spain,Centre-Forward,€3.00m
Squad Real Oviedo,14,Alemão,26,Brazil,Centre-Forward,€1.50m
Squad Real Oviedo,19,Álex Millán,24,Spain,Centre-Forward,€800k
Squad Real Oviedo,20,Masca,23,Portugal,Centre-Forward,€600k
Squad Sporting Gijón,1,Rubén Yáñez,30,Spain,Goalkeeper,€1.80m
Squad Sporting Gijón,13,Christian Joel,24,Cuba,Goalkeeper,€800k
Squad Sporting Gijón,22,Róber Pier,29,Spain,Centre-Back,€1.50m
Squad Sporting Gijón,24,Carlos Izquierdoz,35,Argentina,Centre-Back,€1.20m
Squad Sporting Gijón,4,Pablo Insua,30,Spain,Centre-Back,€1.00m
Squad Sporting Gijón,25,Alexandru Pașcanu,25,Romania,Centre-Back,€1.00m
Squad Sporting Gijón,14,Axel Bamba,24,Cote d'Ivoire,Centre-Back,€500k
Squad Sporting Gijón,3,Cote,34,Spain,Left-Back,€1.00m
Squad Sporting Gijón,5,Pablo García,23,Spain,Left-Back,€600k
Squad Sporting Gijón,16,Diego Sánchez,20,Spain,Left-Back,€500k
Squad Sporting Gijón,2,Guille Rosas,23,Spain,Right-Back,€1.20m
Squad Sporting Gijón,10,Nacho Méndez,26,Spain,Central Midfield,€1.50m
Squad Sporting Gijón,15,Roque Mesa,34,Spain,Central Midfield,€1.50m
Squad Sporting Gijón,6,Nacho Martín,22,Spain,Central Midfield,€500k
Squad Sporting Gijón,12,Jonathan Varane,22,France,Central Midfield,€500k
Squad Sporting Gijón,17,Christian Rivera,26,Spain,Central Midfield,€500k
Squad Sporting Gijón,18,Giovanni Zarfino,32,Uruguay,Central Midfield,€500k
Squad Sporting Gijón,8,Fran Villalba,25,Spain,Attacking Midfield,€1.50m
Squad Sporting Gijón,7,Gaspar Campos,24,Spain,Left Winger,€2.50m
Squad Sporting Gijón,9,Dani Queipo,21,Spain,Left Winger,€800k
Squad Sporting Gijón,30,Álex Lozano,19,Spain,Left Winger,€100k
Squad Sporting Gijón,19,Juan Otero,28,Colombia,Right Winger,€2.50m
Squad Sporting Gijón,21,Haissem Hassan,22,France,Right Winger,€2.00m
Squad Sporting Gijón,20,Mario González,28,Spain,Centre-Forward,€2.50m
Squad Sporting Gijón,23,Uros Djurdjevic,30,Montenegro,Centre-Forward,€1.80m
Squad Sporting Gijón,11,Víctor Campuzano,26,Spain,Centre-Forward,€1.00m
Squad Sporting Gijón,31,Esteban Lozano,21,Mexico,Centre-Forward,€100k
Squad SD Eibar,1,Luca Zidane,25,France,Goalkeeper,€2.00m
Squad SD Eibar,13,Yoel Rodríguez,35,Spain,Goalkeeper,€400k
Squad SD Eibar,5,Juan Berrocal,25,Spain,Centre-Back,€1.00m
Squad SD Eibar,3,Frederico Venâncio,31,Portugal,Centre-Back,€800k
Squad SD Eibar,23,Anaitz Arbilla,36,Spain,Centre-Back,€400k
Squad SD Eibar,22,Stefan Simic,29,Czech Republic,Centre-Back,€300k
Squad SD Eibar,2,Cristian Gutiérrez,23,Spain,Left-Back,€1.00m
Squad SD Eibar,21,José Ríos Reina,33,Spain,Left-Back,€300k
Squad SD Eibar,15,Álvaro Tejero,27,Spain,Right-Back,€2.00m
Squad SD Eibar,4,Rober Correa,31,Spain,Right-Back,€400k
Squad SD Eibar,6,Sergio Álvarez,32,Spain,Defensive Midfield,€1.20m
Squad SD Eibar,24,Peru Nolaskoain,25,Spain,Defensive Midfield,€1.00m
Squad SD Eibar,14,Unai Vencedor,23,Spain,Central Midfield,€2.50m
Squad SD Eibar,8,Matheus Pereira,26,Brazil,Central Midfield,€1.20m
